layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,is_transfer_scheduled,cols_updated_count,cols_updated_ratio,rows_updated_count,rows_updated_ratio,buffer_pre_nonzero_ratio,buffer_pre_absmean,buffer_post_nonzero_ratio,buffer_post_absmean,buffer_cleared_ratio,buffer_pre_above_gran_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,K,0.14609375,0.648046875,0.00037357619439717384,2.597793936729431e-05,0.0028668396174907685,0.0007240942912176251,0.0015610003960318864,0.0,0.0,0.0015367138970759698,0.39765625,0.08683821395970881,0.000749741424806416,4.9927734375,20.6340087890625,0.0076171875,0.2373046875,0.7560546875,0.006640625,0.0994140625,0.034765625,0.05037378217894002,0.14609375,0.0115234375,0.002371347218286246,0.21458602845668792,7.749787557590753,0.0,0.0,1.0,0.0,0.0,1.0,0.85390625,2.7475117994225777,23.898283012063832,0.0,0.2,338.2,0.4403645833333333,331.8,0.43203125,0.0,0.0,0.0,0.0,0.0,0.0,0.529296875,26.580634409685132,1.1673828125,3.48900146484375,0.0,0.00032621758873574436,1.0
0,O,0.1556640625,0.80390625,0.00022058054601075127,1.861732453107834e-05,0.0015735692577436566,0.00042696559394244104,0.0008044290298130363,0.0,0.0,0.0040617473481688645,0.194921875,0.13369710892438888,0.007169559830799699,19.750390625,75.228076171875,0.1751953125,0.04375,0.7865234375,0.1697265625,0.098828125,0.0322265625,0.05367655965164886,0.1556640625,0.013671875,0.002349750988651067,0.20147116682492197,3.13170307232067,0.0,0.0,1.0,0.0,0.0,1.0,0.8443359375,2.886603354843576,10.104354955799945,0.0,0.2,327.1,0.4259114583333333,335.3,0.4365885416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.51796875,19.003573116546367,0.9087890625,2.0,0.0,0.0002018027735175565,1.0
0,Q,0.15078125,0.6359375,0.00036789744335692377,2.5858357548713685e-05,0.0019300373154692353,0.0007298227050341666,0.0012897404725663365,0.0,0.0,0.0015858151120482944,0.381640625,0.12309389086440206,0.012445609457790852,7.339453125,28.69102783203125,0.0208984375,0.1048828125,0.8767578125,0.018359375,0.0994140625,0.0330078125,0.04913064729589678,0.15078125,0.0171875,0.0023510566679760814,0.22423839131370188,7.929469622392207,0.0,0.0,1.0,0.0,0.0,1.0,0.84921875,2.8697985782774813,16.680792162434457,0.0,0.2,333.9,0.434765625,325.8,0.42421875,0.0,0.0,0.0,0.0,0.0,0.0,0.5287109375,16.55290083729102,1.151953125,3.1,0.0,0.0003328045771922916,1.0
0,V,0.1513671875,0.8205078125,0.00021770423045381905,5.764514207839966e-06,0.0008654385805130005,0.000422625764622353,0.0006482877768576145,0.0,0.0,0.0035169868438970297,0.224609375,0.08416220420040191,0.004251011577434838,10.95390625,49.2240234375,0.0716796875,0.095703125,0.83671875,0.067578125,0.097265625,0.036328125,0.04717580981559877,0.1513671875,0.022265625,0.0023346170084550975,0.3237905383110046,5.107644484937191,0.0,0.0,1.0,0.0,0.0,1.0,0.8486328125,3.090797479269365,3.9333955882172718,0.0,0.2,335.1,0.436328125,325.0,0.4231770833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.529296875,43.52520540034544,0.894140625,2.0,0.0,0.0002046683759544976,1.0
1,K,0.1603515625,0.6462890625,0.0003486216097371653,2.3213028907775878e-05,0.001324102864600718,0.0006771096552256495,0.0010516844457015395,0.0,0.0,0.0018830964181688614,0.3546875,0.1062042957637459,0.01722950548864901,8.7984375,51.304052734375,0.0337890625,0.0958984375,0.8720703125,0.03203125,0.09921875,0.0412109375,0.03877975215673359,0.1603515625,0.014453125,0.002345675183460116,0.24517124518752098,5.388532167300582,0.0,0.0,1.0,0.0,0.0,1.0,0.8396484375,2.715190078345867,15.230726984553357,0.0,0.2,333.1,0.4337239583333333,340.8,0.44375,0.0,0.0,0.0,0.0,0.0,0.0,0.5322265625,36.097549443486955,1.1041015625,2.8,0.0,0.0003350178390974179,1.0
1,O,0.1736328125,0.7916015625,0.0002086506297928281,7.438287138938904e-06,0.0012703589629381895,0.00040797119145281614,0.0007382002891972661,0.0,0.0,0.0040246984543045984,0.1962890625,0.10890771774575114,0.008014786220155657,20.3681640625,75.0820556640625,0.1943359375,0.040625,0.774609375,0.184765625,0.0974609375,0.0412109375,0.04166514462194755,0.1736328125,0.0173828125,0.002262569917365909,0.2619374584406614,3.1928826581686733,0.0,0.0,1.0,0.0,0.0,1.0,0.8263671875,2.8696925249737393,3.7941648500575136,0.0,0.2,328.3,0.4274739583333333,326.4,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.5400390625,31.761065538192366,0.8775390625,2.0,0.0,0.00019301830761833116,1.0
1,Q,0.159375,0.64453125,0.00034988147381227465,1.974254846572876e-05,0.0015139881521463393,0.0006787948834244162,0.0010612653102725744,0.0,0.0,0.002523026938433759,0.3150390625,0.11659512184560299,0.014864569436758757,11.9673828125,99.33704833984375,0.0388671875,0.080859375,0.88203125,0.037109375,0.098828125,0.0376953125,0.03906835688576393,0.159375,0.0162109375,0.0023612717632204294,0.20130974712665192,4.018544170091627,0.0,0.0,1.0,0.0,0.0,1.0,0.840625,2.783655220655693,9.026450533399856,0.0,0.2,331.3,0.4313802083333333,347.2,0.4520833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.529296875,11.351131603401532,1.1052734375,2.78900146484375,0.0,0.00033491075155325236,1.0
1,V,0.1623046875,0.8083984375,0.0002156848451704718,7.520080544054508e-06,0.0009175567422062159,0.0004146669351030141,0.0006541946262586862,0.0,0.0,0.0038783588504884394,0.2056640625,0.10028613049071282,0.004354376532137394,20.6419921875,83.65904541015625,0.1994140625,0.0333984375,0.7787109375,0.187890625,0.098046875,0.0443359375,0.041532241707318465,0.1623046875,0.01484375,0.0023438222240656616,0.07436892706900836,1.081639658473432,0.0,0.0,1.0,0.0,0.0,1.0,0.8376953125,2.965467214927572,5.080823435756504,0.0,0.2,329.6,0.4291666666666667,339.1,0.4415364583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.52734375,38.94297171944041,0.88125,2.0,0.0,0.00020632477244362236,1.0
2,K,0.1947265625,0.5931640625,0.00036228992394171655,3.577806055545807e-05,0.002120934147387743,0.0007390291546471417,0.0013654165319167077,0.0,0.0,0.0015967813989846036,0.422265625,0.06610060115344822,0.0077280834433622655,6.8232421875,32.90101318359375,0.019921875,0.141796875,0.8392578125,0.0189453125,0.1009765625,0.0779296875,0.03270028463939525,0.1947265625,0.013671875,0.002255481109023094,0.17729719749186187,4.466516511514783,0.0,0.0,1.0,0.0,0.0,1.0,0.8052734375,2.8536186864602513,25.761961359006524,0.0,0.2,332.1,0.432421875,311.5,0.4055989583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5556640625,33.36075131730892,1.1171875,3.1,0.0,0.00032311847899109126,1.0
2,O,0.1693359375,0.805859375,0.00020397622720338404,1.3160239905118943e-05,0.0009687909856438637,0.0003977563144871965,0.0006353893608320504,0.0,0.0,0.0050012157880701125,0.1697265625,0.12683832235634326,0.0063105621607974175,22.23671875,70.8580322265625,0.2328125,0.0259765625,0.7509765625,0.223046875,0.0978515625,0.03828125,0.04475332554502529,0.1693359375,0.0142578125,0.002265756041742861,0.15863666795194148,1.5381043910980225,0.0,0.0,1.0,0.0,0.0,1.0,0.8306640625,2.809911408235616,4.518397023080028,0.0,0.2,325.5,0.423828125,326.1,0.424609375,0.0,0.0,0.0,0.0,0.0,0.0,0.53203125,11.337857258011365,0.86875,2.0,0.0,0.00019157194765284657,1.0
