step,mode,layer_idx,sublayer,module_name,dw_min,desired_bl,sto_round_update,update_bl_management,update_management,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,tiki,0,Q,bert.encoder.layer.0.attention.self.query,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011527075548656285,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.982421875,0.009765625,3.706885036081076e-05,1.0,0.0,0.0,-0.03151946887373924,-0.06564949452877045,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,0,K,bert.encoder.layer.0.attention.self.key,0.05,31,0,0,0,0.998046875,0.001953125,2.541485446272418e-05,0.01301240548491478,0.01301240548491478,0.0,0.0,0.0,0.0,0.00010813494736794382,1.0,-0.024960849434137344,-0.10542578995227814,1.0,1.0,0.0,1.0,0.0,0.0,0.986328125,0.009765625,2.460207906551659e-05,0.998046875,0.0,0.00017223582835868,0.06521061807870865,0.10449399054050446,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,6.998020276962119,0.0,1.0,40.04902473335576,0.001953125,0.0,0.0,0.0,5
0,tiki,0,V,bert.encoder.layer.0.attention.self.value,0.05,31,0,0,0,0.998046875,0.001953125,4.9311554903397337e-05,0.025247516110539436,0.025247516110539436,0.0,0.0,0.0,0.0,0.000285928079392761,1.0,0.04816986247897148,0.14836373925209045,1.0,1.0,0.0,1.0,0.0,0.0,0.92578125,0.048828125,0.0001389756944263354,0.998046875,0.0,0.0004057884798385203,0.08908563107252121,0.1333894282579422,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,2.919642064698929,0.0,0.998046875,20.73559894475153,0.001953125,0.0,0.0,0.0,5
0,tiki,0,O,bert.encoder.layer.0.attention.output.dense,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032097779330797493,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.90234375,0.0625,0.00019800159498117864,1.0,0.0,0.0,0.09682799130678177,0.1618243008852005,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,1,Q,bert.encoder.layer.1.attention.self.query,0.05,31,0,0,0,0.99609375,0.001953125,0.00023420891375280917,0.047226469963788986,0.0726884976029396,0.0,0.0,0.0,0.0,0.00016633128689136356,1.0,-0.016995573416352272,-0.2662014961242676,1.0,1.0,0.0,1.0,0.0,0.0,0.96484375,0.021484375,6.46218832116574e-05,0.99609375,0.0,0.001749661867506802,-0.0942649394273758,-0.14073924720287323,0.0,0.0,1.0,0.0,0.0,1,0.00390625,0.0,27.071188097320093,0.0,1.0,58.82996292630016,0.005859375,0.0,0.0,0.0,5
0,tiki,1,K,bert.encoder.layer.1.attention.self.key,0.05,31,0,0,0,0.998046875,0.001953125,9.329435852123424e-05,0.04776671156287193,0.04776671156287193,0.0,0.0,0.0,0.0,0.0001386136864311993,1.0,-0.030698779970407486,-0.37331315875053406,1.0,1.0,0.0,1.0,0.0,0.0,0.98046875,0.015625,3.630870924098417e-05,0.998046875,0.0,0.0005011329776607454,-0.0020032990723848343,-0.003134770318865776,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,13.79820451039701,0.0,1.0,32.55900598515733,0.001953125,0.0,0.0,0.0,5
0,tiki,1,V,bert.encoder.layer.1.attention.self.value,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399719425942749,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.923828125,0.046875,0.00015212211292237043,1.0,0.0,0.0,0.04691294580698013,0.06154490262269974,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,1,O,bert.encoder.layer.1.attention.output.dense,0.05,31,0,0,0,0.998046875,0.001953125,3.4686112485360354e-05,0.0177592895925045,0.0177592895925045,0.0,0.0,0.0,0.0,0.0003335733199492097,1.0,-0.007701411843299866,-0.015272609889507294,1.0,1.0,0.0,1.0,0.0,0.0,0.892578125,0.072265625,0.00021176318114157766,0.998046875,0.0,0.00045091763604432344,0.04470811411738396,0.07630053907632828,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,2.129248064432056,0.0,1.0,129.83298883626045,0.001953125,0.0,0.0,0.0,5
0,tiki,2,Q,bert.encoder.layer.2.attention.self.query,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001608971506357193,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98046875,0.01171875,3.73434231732972e-05,1.0,0.0,0.0,0.05117477849125862,0.06825855374336243,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,2,K,bert.encoder.layer.2.attention.self.key,0.05,31,0,0,0,0.99609375,0.00390625,0.0001108902069972828,0.02682139165699482,0.029954392462968826,0.0,0.0,0.0,0.0,0.00013360891898628324,1.0,0.04359131306409836,0.4419931471347809,1.0,1.0,0.0,1.0,0.0,0.0,0.974609375,0.01171875,5.4864191042725e-05,0.99609375,0.0,0.0007322082528844476,-0.0028392882086336613,-0.006128815934062004,0.0,0.0,1.0,0.0,0.0,1,0.00390625,0.0,13.34339949201895,0.0,0.99609375,22.91841404978755,0.00390625,0.0,0.0,0.0,5
0,tiki,2,V,bert.encoder.layer.2.attention.self.value,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003946046927012503,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.904296875,0.05078125,0.000203109419089742,1.0,0.0,0.0,0.12302664667367935,0.14011941850185394,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,2,O,bert.encoder.layer.2.attention.output.dense,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047287350753322244,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.88671875,0.083984375,0.0002057295641861856,1.0,0.0,0.0,0.13389316201210022,0.13554129004478455,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,3,Q,bert.encoder.layer.3.attention.self.query,0.05,31,0,0,0,0.998046875,0.001953125,4.8828471335582435e-05,0.025000177323818207,0.025000177323818207,0.0,0.0,0.0,0.0,0.0001912556035676971,1.0,-0.009388411417603493,-0.0408121682703495,1.0,1.0,0.0,1.0,0.0,0.0,0.96875,0.021484375,5.623591277981177e-05,0.998046875,0.0,0.00038863642839714885,-0.00348051474429667,-0.004525749012827873,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,6.909594123195407,0.0,1.0,106.50503964026066,0.001953125,0.0,0.0,0.0,5
0,tiki,3,K,bert.encoder.layer.3.attention.self.key,0.05,31,0,0,0,0.998046875,0.001953125,3.021091833943501e-05,0.015467990189790726,0.015467990189790726,0.0,0.0,0.0,0.0,0.00016716448590159416,1.0,-0.006768899504095316,-0.022926170378923416,1.0,1.0,0.0,1.0,0.0,0.0,0.98046875,0.01171875,3.294460111646913e-05,0.998046875,0.0,0.00020860484801232815,0.049363408237695694,0.0636226013302803,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,6.330067454771208,0.0,1.0,147.71700629820958,0.001953125,0.0,0.0,0.0,5
0,tiki,3,V,bert.encoder.layer.3.attention.self.value,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039824648411013186,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.91015625,0.0625,0.00016887960373423994,1.0,0.0,0.0,-0.07544023543596268,-0.06593521684408188,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,3,O,bert.encoder.layer.3.attention.output.dense,0.05,31,0,0,0,0.994140625,0.005859375,0.00013620952086057514,0.012632139027118683,0.029467890039086342,0.0,0.0,0.0,0.0,0.0004520191578194499,1.0,0.0030718473717570305,0.01046446617692709,1.0,1.0,0.0,1.0,0.0,0.0,0.875,0.072265625,0.00025149862631224096,0.994140625,0.0,0.0013246169546619058,0.10825414955615997,0.14986488223075867,0.0,0.0,1.0,0.0,0.0,1,0.005859375,0.0,5.26668597448992,0.0,0.99609375,325.5104199359538,0.005859375,0.0,0.0,0.0,5
0,tiki,4,Q,bert.encoder.layer.4.attention.self.query,0.05,31,0,0,0,0.998046875,0.001953125,5.7213310356019065e-05,0.02929321490228176,0.02929321490228176,0.0,0.0,0.0,0.0,0.00019768942729569972,1.0,-0.035642676055431366,-0.17934677004814148,1.0,1.0,0.0,1.0,0.0,0.0,0.962890625,0.021484375,7.554815238108858e-05,0.998046875,0.0,0.00032354341237805784,-0.046083733439445496,-0.07318729162216187,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,4.282045049834191,0.0,1.0,28.03816042147237,0.001953125,0.0,0.0,0.0,5
0,tiki,4,K,bert.encoder.layer.4.attention.self.key,0.05,31,0,0,0,0.99609375,0.00390625,9.516453428659588e-05,0.021198587492108345,0.027525655925273895,0.0,0.0,0.0,0.0,0.00017242651665583253,1.0,-0.007230526767671108,-0.0503121092915535,1.0,1.0,0.0,1.0,0.0,0.0,0.9609375,0.021484375,8.39247222756967e-05,0.99609375,0.0,0.0007798027363605797,0.07315533608198166,0.14639946818351746,0.0,0.0,1.0,0.0,0.0,1,0.00390625,0.0,9.29058576972705,0.0,1.0,138.29339023950632,0.00390625,0.0,0.0,0.0,5
0,tiki,4,V,bert.encoder.layer.4.attention.self.value,0.05,31,0,0,0,0.998046875,0.001953125,8.266804798040539e-05,0.04232604056596756,0.04232604056596756,0.0,0.0,0.0,0.0,0.00029700674349442124,1.0,0.002994504291564226,0.011782988905906677,1.0,1.0,0.0,1.0,0.0,0.0,0.939453125,0.0390625,0.0001177470912807621,0.998046875,0.0,0.0006790475454181433,0.0250808484852314,0.028296073898673058,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,5.766510857500085,0.0,0.998046875,333.91721060874255,0.001953125,0.0,0.0,0.0,5
0,tiki,4,O,bert.encoder.layer.4.attention.output.dense,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034061053884215653,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.921875,0.0546875,0.00015129661187529564,1.0,0.0,0.0,0.06661836057901382,0.09406682848930359,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,5,Q,bert.encoder.layer.5.attention.self.query,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017375173047184944,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.970703125,0.021484375,5.363164746086113e-05,1.0,0.0,0.0,0.06467082351446152,0.09824627637863159,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,5,K,bert.encoder.layer.5.attention.self.key,0.05,31,0,0,0,0.998046875,0.001953125,4.0302293200511485e-05,0.02063477411866188,0.02063477411866188,0.0,0.0,0.0,0.0,0.00015649659326300025,1.0,0.018721576780080795,0.08806589245796204,1.0,1.0,0.0,1.0,0.0,0.0,0.974609375,0.013671875,5.068262544227764e-05,0.998046875,0.0,0.0003246653650421649,0.0042634583078324795,0.007302588317543268,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,6.404587693171521,0.0,0.998046875,53.40356565853469,0.001953125,0.0,0.0,0.0,5
0,tiki,5,V,bert.encoder.layer.5.attention.self.value,0.05,31,0,0,0,0.998046875,0.001953125,3.493573603918776e-05,0.017887096852064133,0.017887096852064133,0.0,0.0,0.0,0.0,0.0003450824588071555,1.0,-0.09354333579540253,-0.16155442595481873,1.0,1.0,0.0,1.0,0.0,0.0,0.958984375,0.021484375,8.476943185087293e-05,0.998046875,0.0,0.00047050736611709,0.01244777999818325,0.011901202611625195,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,5.549782014872578,0.0,1.0,10.643295019718748,0.001953125,0.0,0.0,0.0,5
0,tiki,5,O,bert.encoder.layer.5.attention.output.dense,0.05,31,0,0,0,0.998046875,0.001953125,5.6045144447125494e-05,0.028695113956928253,0.028695113956928253,0.0,0.0,0.0,0.0,0.00036234536673873663,1.0,0.017278816550970078,0.05054400861263275,1.0,1.0,0.0,1.0,0.0,0.0,0.927734375,0.0390625,0.00015183289360720664,0.998046875,0.0,0.00028767099138349295,0.010201407596468925,0.013916910625994205,0.0,0.0,1.0,0.0,0.0,1,0.001953125,0.0,1.8945304883852645,0.0,0.998046875,57.864528065094284,0.001953125,0.0,0.0,0.0,5
0,tiki,6,Q,bert.encoder.layer.6.attention.self.query,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018226276733912528,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98046875,0.01171875,3.8702841266058385e-05,1.0,0.0,0.0,0.00911517720669508,0.010842348448932171,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
0,tiki,6,K,bert.encoder.layer.6.attention.self.key,0.05,31,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016964226961135864,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9609375,0.025390625,7.726465264568105e-05,1.0,0.0,0.0,-0.0650605782866478,-0.11514052748680115,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
