
Generating train split:   0%|                                                                                                                 | 0/3668 [00:00<?, ? examples/s]
Generating train split: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████| 3668/3668 [00:00<00:00, 575215.25 examples/s]

Generating validation split:   0%|                                                                                                             | 0/408 [00:00<?, ? examples/s]
Generating validation split: 100%|███████████████████████████████████████████████████████████████████████████████████████████████| 408/408 [00:00<00:00, 195128.40 examples/s]

Generating test split:   0%|                                                                                                                  | 0/1725 [00:00<?, ? examples/s]
Generating test split: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████| 1725/1725 [00:00<00:00, 519730.94 examples/s]

Map:   0%|                                                                                                                                    | 0/3668 [00:00<?, ? examples/s]
Map:  27%|████████████████████████████████▍                                                                                      | 1000/3668 [00:00<00:00, 9088.53 examples/s]
Map: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 3668/3668 [00:00<00:00, 17968.84 examples/s]

Map:   0%|                                                                                                                                     | 0/408 [00:00<?, ? examples/s]
Map: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 408/408 [00:00<00:00, 23805.08 examples/s]

Map:   0%|                                                                                                                                    | 0/1725 [00:00<?, ? examples/s]
Map: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1725/1725 [00:00<00:00, 29515.30 examples/s]
[I 2026-02-19 19:57:52,829] A new study created in RDB with name: albert_mrpc_lrtt_bs32_sgd_decay_nowd_nomom_nonest_combos_warmalpha_convnt_all
Some weights of AlbertForSequenceClassification were not initialized from the model checkpoint at albert/albert-base-v2 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  GLUE mrpc: Train=3668, Eval=408
Task: mrpc, Metric: f1
Train batches: 115, Eval batches: 7

Study: albert_mrpc_lrtt_bs32_sgd_decay_nowd_nomom_nonest_combos_warmalpha_convnt_all, Device: cuda, New trials: 30

======================================================================
Trial 0 Starting (mrpc, metric=f1)
======================================================================
  rank=16, lora_alpha=0.0100, lr=5.00e-01
  target_ab_lr=0.0300, lr_multiplier=6.000000
  effective_ab_lr = lr*alpha*mult = 0.0300
  momentum=0.00, nesterov=False, reinit_mode=decay
  optimizer=AnalogSGD
======================================================================
  [FIX] Reinitialized classifier with FIXED seed=42
  LRTT Analog layers: 6, Total params: 4,624,250, Trainable (before grad set): 4,624,250
  Trainable (after grad set): 21,882
  LoRA target: all -> all encoder layers

Optimizer configuration:
  Forward scaling (lora_alpha): 0.01
  Classifier LR: 0.5
  LRTT LR: 3.0 (= 0.5 * 6.0)
  LRTT_LR_MULTIPLIER: 6.0
  Analog contexts in optimizer: 120 (LRTT + NT)
  Digital params in optimizer: 61

Trial 0 Ep1:   0%|                                                                                                                                    | 0/115 [00:00<?, ?it/s]
Trial 0 Ep1:   0%|                                                                                                                       | 0/115 [00:00<?, ?it/s, loss=0.6917]
Trial 0 Ep1:   1%|▉                                                                                                              | 1/115 [00:00<01:51,  1.02it/s, loss=0.6917]
Trial 0 Ep1:   1%|▉                                                                                                              | 1/115 [00:01<01:51,  1.02it/s, loss=0.6521]
Trial 0 Ep1:   2%|█▉                                                                                                             | 2/115 [00:01<01:18,  1.45it/s, loss=0.6521]
Trial 0 Ep1:   2%|█▉                                                                                                             | 2/115 [00:02<01:18,  1.45it/s, loss=0.6685]
Trial 0 Ep1:   3%|██▉                                                                                                            | 3/115 [00:02<01:54,  1.02s/it, loss=0.6685]
Trial 0 Ep1:   3%|██▉                                                                                                            | 3/115 [00:03<01:54,  1.02s/it, loss=0.6191]
Trial 0 Ep1:   3%|███▊                                                                                                           | 4/115 [00:03<01:31,  1.22it/s, loss=0.6191]
Trial 0 Ep1:   3%|███▊                                                                                                           | 4/115 [00:03<01:31,  1.22it/s, loss=0.5834]
Trial 0 Ep1:   4%|████▊                                                                                                          | 5/115 [00:03<01:17,  1.42it/s, loss=0.5834]
Trial 0 Ep1:   4%|████▊                                                                                                          | 5/115 [00:04<01:17,  1.42it/s, loss=0.7367]
Trial 0 Ep1:   5%|█████▊                                                                                                         | 6/115 [00:04<01:15,  1.44it/s, loss=0.7367]
Trial 0 Ep1:   5%|█████▊                                                                                                         | 6/115 [00:05<01:15,  1.44it/s, loss=0.5928]
Trial 0 Ep1:   6%|██████▊                                                                                                        | 7/115 [00:05<01:09,  1.57it/s, loss=0.5928]
Trial 0 Ep1:   6%|██████▊                                                                                                        | 7/115 [00:05<01:09,  1.57it/s, loss=0.5102]
Trial 0 Ep1:   7%|███████▋                                                                                                       | 8/115 [00:05<01:03,  1.67it/s, loss=0.5102]
Trial 0 Ep1:   7%|███████▋                                                                                                       | 8/115 [00:06<01:03,  1.67it/s, loss=0.6478]
Trial 0 Ep1:   8%|████████▋                                                                                                      | 9/115 [00:06<01:00,  1.76it/s, loss=0.6478]
Trial 0 Ep1:   8%|████████▋                                                                                                      | 9/115 [00:06<01:00,  1.76it/s, loss=0.7399]
Trial 0 Ep1:   9%|█████████▌                                                                                                    | 10/115 [00:06<00:57,  1.81it/s, loss=0.7399]
Trial 0 Ep1:   9%|█████████▌                                                                                                    | 10/115 [00:07<00:57,  1.81it/s, loss=0.7357]
Trial 0 Ep1:  10%|██████████▌                                                                                                   | 11/115 [00:07<00:55,  1.87it/s, loss=0.7357]
Trial 0 Ep1:  10%|██████████▌                                                                                                   | 11/115 [00:07<00:55,  1.87it/s, loss=0.5574]
Trial 0 Ep1:  10%|███████████▍                                                                                                  | 12/115 [00:07<00:54,  1.88it/s, loss=0.5574]
Trial 0 Ep1:  10%|███████████▍                                                                                                  | 12/115 [00:08<00:54,  1.88it/s, loss=0.7054]
Trial 0 Ep1:  11%|████████████▍                                                                                                 | 13/115 [00:08<00:58,  1.75it/s, loss=0.7054]
Trial 0 Ep1:  11%|████████████▍                                                                                                 | 13/115 [00:08<00:58,  1.75it/s, loss=0.5797]
Trial 0 Ep1:  12%|█████████████▍                                                                                                | 14/115 [00:08<01:00,  1.68it/s, loss=0.5797]
Trial 0 Ep1:  12%|█████████████▍                                                                                                | 14/115 [00:09<01:00,  1.68it/s, loss=0.7366]
Trial 0 Ep1:  13%|██████████████▎                                                                                               | 15/115 [00:09<00:56,  1.77it/s, loss=0.7366]
Trial 0 Ep1:  13%|██████████████▎                                                                                               | 15/115 [00:10<00:56,  1.77it/s, loss=0.6420]
Trial 0 Ep1:  14%|███████████████▎                                                                                              | 16/115 [00:10<00:59,  1.65it/s, loss=0.6420]
Trial 0 Ep1:  14%|███████████████▎                                                                                              | 16/115 [00:10<00:59,  1.65it/s, loss=0.5288]
Trial 0 Ep1:  15%|████████████████▎                                                                                             | 17/115 [00:10<00:56,  1.74it/s, loss=0.5288]
Trial 0 Ep1:  15%|████████████████▎                                                                                             | 17/115 [00:11<00:56,  1.74it/s, loss=0.9956]
Trial 0 Ep1:  16%|█████████████████▏                                                                                            | 18/115 [00:11<00:53,  1.80it/s, loss=0.9956]
Trial 0 Ep1:  16%|█████████████████▏                                                                                            | 18/115 [00:11<00:53,  1.80it/s, loss=0.7173]
Trial 0 Ep1:  17%|██████████████████▏                                                                                           | 19/115 [00:11<00:51,  1.85it/s, loss=0.7173]
Trial 0 Ep1:  17%|██████████████████▏                                                                                           | 19/115 [00:12<00:51,  1.85it/s, loss=0.8847]
Trial 0 Ep1:  17%|███████████████████▏                                                                                          | 20/115 [00:12<00:50,  1.90it/s, loss=0.8847]
Trial 0 Ep1:  17%|███████████████████▏                                                                                          | 20/115 [00:12<00:50,  1.90it/s, loss=0.6963]
Trial 0 Ep1:  18%|████████████████████                                                                                          | 21/115 [00:12<00:49,  1.91it/s, loss=0.6963]
Trial 0 Ep1:  18%|████████████████████                                                                                          | 21/115 [00:13<00:49,  1.91it/s, loss=0.7914]
Trial 0 Ep1:  19%|█████████████████████                                                                                         | 22/115 [00:13<00:48,  1.91it/s, loss=0.7914]
Trial 0 Ep1:  19%|█████████████████████                                                                                         | 22/115 [00:13<00:48,  1.91it/s, loss=0.8453]
Trial 0 Ep1:  20%|██████████████████████                                                                                        | 23/115 [00:13<00:47,  1.94it/s, loss=0.8453]
Trial 0 Ep1:  20%|██████████████████████                                                                                        | 23/115 [00:14<00:47,  1.94it/s, loss=0.9242]
Trial 0 Ep1:  21%|██████████████████████▉                                                                                       | 24/115 [00:14<00:47,  1.91it/s, loss=0.9242]
Trial 0 Ep1:  21%|██████████████████████▉                                                                                       | 24/115 [00:14<00:47,  1.91it/s, loss=0.6757]
Trial 0 Ep1:  22%|███████████████████████▉                                                                                      | 25/115 [00:14<00:47,  1.91it/s, loss=0.6757]
Trial 0 Ep1:  22%|███████████████████████▉                                                                                      | 25/115 [00:15<00:47,  1.91it/s, loss=0.7914]
Trial 0 Ep1:  23%|████████████████████████▊                                                                                     | 26/115 [00:15<00:46,  1.90it/s, loss=0.7914]
Trial 0 Ep1:  23%|████████████████████████▊                                                                                     | 26/115 [00:15<00:46,  1.90it/s, loss=0.5685]
Trial 0 Ep1:  23%|█████████████████████████▊                                                                                    | 27/115 [00:15<00:45,  1.93it/s, loss=0.5685]
Trial 0 Ep1:  23%|█████████████████████████▊                                                                                    | 27/115 [00:16<00:45,  1.93it/s, loss=0.9066]
Trial 0 Ep1:  24%|██████████████████████████▊                                                                                   | 28/115 [00:16<00:44,  1.94it/s, loss=0.9066]
Trial 0 Ep1:  24%|██████████████████████████▊                                                                                   | 28/115 [00:16<00:44,  1.94it/s, loss=0.8447]
Trial 0 Ep1:  25%|███████████████████████████▋                                                                                  | 29/115 [00:16<00:48,  1.78it/s, loss=0.8447]
Trial 0 Ep1:  25%|███████████████████████████▋                                                                                  | 29/115 [00:17<00:48,  1.78it/s, loss=1.5130]
Trial 0 Ep1:  26%|████████████████████████████▋                                                                                 | 30/115 [00:17<00:47,  1.80it/s, loss=1.5130]
Trial 0 Ep1:  26%|████████████████████████████▋                                                                                 | 30/115 [00:18<00:47,  1.80it/s, loss=0.6490]
Trial 0 Ep1:  27%|█████████████████████████████▋                                                                                | 31/115 [00:18<00:45,  1.83it/s, loss=0.6490]
Trial 0 Ep1:  27%|█████████████████████████████▋                                                                                | 31/115 [00:18<00:45,  1.83it/s, loss=1.2388]
Trial 0 Ep1:  28%|██████████████████████████████▌                                                                               | 32/115 [00:18<00:44,  1.88it/s, loss=1.2388]
Trial 0 Ep1:  28%|██████████████████████████████▌                                                                               | 32/115 [00:19<00:44,  1.88it/s, loss=0.5574]
Trial 0 Ep1:  29%|███████████████████████████████▌                                                                              | 33/115 [00:19<00:42,  1.92it/s, loss=0.5574]
Trial 0 Ep1:  29%|███████████████████████████████▌                                                                              | 33/115 [00:19<00:42,  1.92it/s, loss=1.6445]
Trial 0 Ep1:  30%|████████████████████████████████▌                                                                             | 34/115 [00:19<00:41,  1.93it/s, loss=1.6445]
Trial 0 Ep1:  30%|████████████████████████████████▌                                                                             | 34/115 [00:20<00:41,  1.93it/s, loss=0.7513]
Trial 0 Ep1:  30%|█████████████████████████████████▍                                                                            | 35/115 [00:20<00:41,  1.93it/s, loss=0.7513]
Trial 0 Ep1:  30%|█████████████████████████████████▍                                                                            | 35/115 [00:20<00:41,  1.93it/s, loss=2.0580]
Trial 0 Ep1:  31%|██████████████████████████████████▍                                                                           | 36/115 [00:20<00:40,  1.96it/s, loss=2.0580]
Trial 0 Ep1:  31%|██████████████████████████████████▍                                                                           | 36/115 [00:21<00:40,  1.96it/s, loss=0.7083]
Trial 0 Ep1:  32%|███████████████████████████████████▍                                                                          | 37/115 [00:21<00:40,  1.94it/s, loss=0.7083]
Trial 0 Ep1:  32%|███████████████████████████████████▍                                                                          | 37/115 [00:21<00:40,  1.94it/s, loss=1.2853]
Trial 0 Ep1:  33%|████████████████████████████████████▎                                                                         | 38/115 [00:21<00:39,  1.93it/s, loss=1.2853]
Trial 0 Ep1:  33%|████████████████████████████████████▎                                                                         | 38/115 [00:22<00:39,  1.93it/s, loss=0.6665]
Trial 0 Ep1:  34%|█████████████████████████████████████▎                                                                        | 39/115 [00:22<00:39,  1.95it/s, loss=0.6665]
Trial 0 Ep1:  34%|█████████████████████████████████████▎                                                                        | 39/115 [00:22<00:39,  1.95it/s, loss=1.0461]
Trial 0 Ep1:  35%|██████████████████████████████████████▎                                                                       | 40/115 [00:22<00:38,  1.95it/s, loss=1.0461]
Trial 0 Ep1:  35%|██████████████████████████████████████▎                                                                       | 40/115 [00:23<00:38,  1.95it/s, loss=1.0018]
Trial 0 Ep1:  36%|███████████████████████████████████████▏                                                                      | 41/115 [00:23<00:38,  1.94it/s, loss=1.0018]
Trial 0 Ep1:  36%|███████████████████████████████████████▏                                                                      | 41/115 [00:23<00:38,  1.94it/s, loss=0.9432]
Trial 0 Ep1:  37%|████████████████████████████████████████▏                                                                     | 42/115 [00:23<00:37,  1.97it/s, loss=0.9432]
Trial 0 Ep1:  37%|████████████████████████████████████████▏                                                                     | 42/115 [00:24<00:37,  1.97it/s, loss=0.9085]
Trial 0 Ep1:  37%|█████████████████████████████████████████▏                                                                    | 43/115 [00:24<00:36,  1.96it/s, loss=0.9085]
Trial 0 Ep1:  37%|█████████████████████████████████████████▏                                                                    | 43/115 [00:24<00:36,  1.96it/s, loss=2.1783]
Trial 0 Ep1:  38%|██████████████████████████████████████████                                                                    | 44/115 [00:24<00:39,  1.79it/s, loss=2.1783]
Trial 0 Ep1:  38%|██████████████████████████████████████████                                                                    | 44/115 [00:25<00:39,  1.79it/s, loss=0.8349]
Trial 0 Ep1:  39%|███████████████████████████████████████████                                                                   | 45/115 [00:25<00:41,  1.67it/s, loss=0.8349]
Trial 0 Ep1:  39%|███████████████████████████████████████████                                                                   | 45/115 [00:26<00:41,  1.67it/s, loss=1.8442]
Trial 0 Ep1:  40%|████████████████████████████████████████████                                                                  | 46/115 [00:26<00:40,  1.72it/s, loss=1.8442]
Trial 0 Ep1:  40%|████████████████████████████████████████████                                                                  | 46/115 [00:26<00:40,  1.72it/s, loss=0.6684]
Trial 0 Ep1:  41%|████████████████████████████████████████████▉                                                                 | 47/115 [00:26<00:38,  1.78it/s, loss=0.6684]
