figure_id,run_tag,layer_name,layer_idx,sublayer,variant,dac_bits,adc_bits,inp_bound,inp_res,res_ratio,step_size,nm_thres,sto_round,EZR,QZR_all,QZR_nonzero,ODR,cosine_sim,l2_retention,rel_l2_error,clip_rate_scaled,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad,QZR_all_pad,seed
D,v3_ABD,bert.encoder.layer.0.intermediate.dense,0,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0006104300176957622,0.613481165766716,0.6132451909780502,241.7688900756836,0.9972603788971901,1.0020899099111558,0.07242959652096033,0.0,0.004586613518185913,0.03776290168985724,0.26253214597702024,0.0,3.672166041724267e-05,0.0001307364853710169,0.0006312088659615255,0.001798420558916405,0.0007157331102644093,0.7220377531647683,44
D,v3_ABD,bert.encoder.layer.0.output.dense,0,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.1000259344652295,0.1205351321771741,0.02278865613974631,6.088856203556061,0.9998673358559609,1.0001327919960021,0.01612471434287727,0.0,0.16576372280716897,0.46354903623461724,0.769707414507866,0.0,2.37860501420073e-05,8.866211250278866e-05,0.0005312271745060571,0.0017123062591417693,0.10000601947307587,0.12136151902377605,44
D,v3_ABD,bert.encoder.layer.0.attention.self.key,0,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.11213382929563523,0.11213382929563523,23.43342161178589,0.9994844841957092,1.000514082312584,0.031117071881890297,0.0,0.05361184597015381,0.24431925483047962,0.6233459848165512,0.0,1.7068673873836814e-05,5.5394199262082114e-05,0.00019763369076827075,0.00046806590027699714,0.5563639330863953,0.606184527426958,44
D,v3_ABD,bert.encoder.layer.0.attention.output.dense,0,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09999932035803795,0.12047984279692173,0.022756112543866037,6.110371336936951,0.9998642906546593,1.0001374232769011,0.016245742570608856,0.0,0.16541870422661303,0.46267519757151604,0.7681932404637337,0.0,3.670257618978212e-05,0.00013211042631155578,0.0007505734407459386,0.002366411606199108,0.09999095555394888,0.12077344570308923,44
D,v3_ABD,bert.encoder.layer.0.attention.self.query,0,Q,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,1.398753482817483e-08,0.07316698029637336,0.07316696733236312,15.72792872428894,0.999459145963192,1.0005419433116913,0.0318262289930135,0.0,0.06738628346472979,0.2392351806908846,0.5783205118775367,0.0,1.0554325258453901e-05,3.9508363724962694e-05,0.00018803386548825075,0.0005402307028998621,6.357828823411182e-09,0.09047193832695484,44
D,v3_ABD,bert.encoder.layer.0.attention.self.value,0,V,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,1.4405338504275277e-08,0.0923788595199585,0.09237884640693665,19.699449167251586,0.9995108851790429,1.0004897791147231,0.03001322243362665,0.0,0.06379798384383321,0.2622149063646793,0.6307521218061447,0.0,3.072835381317418e-05,9.750886467372765e-05,0.0004396417268435471,0.0009648288378957659,0.5563639393448829,0.5974386702477932,44
D,v3_ABD,bert.encoder.layer.1.intermediate.dense,1,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0007764418979058973,0.5787269282341003,0.578399752676487,203.07343704223632,0.9968993502855301,1.0023989599943162,0.07636628236621618,0.0,0.005474025581497699,0.04104251379147172,0.25805019192397594,0.0,3.94103815597191e-05,0.00014193099927069851,0.0006664829260262195,0.0018253644849755802,0.0011429458303609864,0.6766523605585099,44
D,v3_ABD,bert.encoder.layer.1.output.dense,1,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.10002756264060736,0.12069551084190606,0.022965098554268478,6.160489697456359,0.9998645555973052,1.000138839483261,0.016268376633524893,0.0,0.16401637502014638,0.46036225095391275,0.7673871821165085,0.0,2.824915425662766e-05,0.00010548490969085834,0.000637454359093681,0.0019794365187408404,0.10001135371625423,0.1230544289201498,44
D,v3_ABD,bert.encoder.layer.1.attention.self.key,1,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.14879456751048564,0.14879456751048564,30.2272856426239,0.9994142726063728,1.000576775074005,0.033104394748806956,0.0,0.04424136126413941,0.22742806628346443,0.6011876282095909,0.0,1.9669532071020514e-05,7.292172347661107e-05,0.00031163831175945233,0.0009174588693713304,0.5563639330863953,0.622516408264637,44
D,v3_ABD,bert.encoder.layer.1.attention.output.dense,1,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.10001020014286041,0.12051172465085984,0.022779729990288614,6.119249904155732,0.9998652687668801,1.000137293934822,0.016224822318181394,0.0,0.16502705730497838,0.4616169120371342,0.767688345015049,0.0,3.619370523665566e-05,0.00013395907561061904,0.0008156114822486416,0.002485950629925355,0.09999011665582656,0.12162233874201775,44
