layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,is_transfer_scheduled,cols_updated_count,cols_updated_ratio,rows_updated_count,rows_updated_ratio,buffer_pre_nonzero_ratio,buffer_pre_absmean,buffer_post_nonzero_ratio,buffer_post_absmean,buffer_cleared_ratio,buffer_pre_above_gran_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,K,0.102734375,0.724609375,0.0003431244404055178,1.8519535660743714e-05,0.0024188186973333357,0.0006671502691460773,0.0013590088172350078,0.0,0.0,0.00027521781012183053,0.9998046875,0.2190454939380288,2.7293013870716094,1.00078125,1.0,0.0,0.99921875,0.00078125,0.0,0.062109375,0.0255859375,0.2781450217531528,0.102734375,0.048046875,0.002191134600434452,0.1153703540097922,1111.5787234783172,0.0,0.0,1.0,0.0,0.0,1.0,0.897265625,3.292467278339791,0.13822942503679023,0.0,0.2,351.9,0.458203125,344.6,0.4486979166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.436328125,9.959372865971789,1.1630859375,3.1,0.0,0.00028836104029323907,1.0
0,O,0.0970703125,0.866796875,0.0002099975899909623,4.889443516731262e-06,0.0016954494640231133,0.0003939343223464675,0.0007582668156828731,0.0,0.0,0.0007099344278685748,0.9962890625,0.11766620567068457,0.3494532722979784,1.0900390625,2.0780029296875,0.0,0.9259765625,0.0740234375,0.0,0.0201171875,0.0451171875,0.27607072424143553,0.0970703125,0.04453125,0.0022229353315196933,0.11981426030397416,401.58183431625366,0.0,0.0,1.0,0.0,0.0,1.0,0.9029296875,3.271735895506332,0.04975709088261982,0.0,0.2,346.3,0.4509114583333333,351.6,0.4578125,0.0,0.0,0.0,0.0,0.0,0.0,0.4916015625,17.706143775993162,0.9568359375,1.9,0.0,0.00018427818140480666,1.0
0,Q,0.1060546875,0.7212890625,0.0003392477898159996,1.28135085105896e-05,0.0021921634441241624,0.0006644623412285,0.0012123137537855655,0.0,0.0,0.00028849712398368863,1.0,0.15506831894163042,1.6858364501968026,1.0044921875,1.18900146484375,0.0,0.99609375,0.00390625,0.0,0.059375,0.0294921875,0.23433806337416171,0.1060546875,0.048046875,0.0021633232943713667,0.08948859431548044,660.5337586164475,0.0,0.0,1.0,0.0,0.0,1.0,0.8939453125,3.3086614068674827,0.1290379411132818,0.0,0.2,345.0,0.44921875,338.5,0.4407552083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4751953125,97.00005844201989,1.14375,3.0,0.0,0.0002919751917943358,1.0
0,V,0.1001953125,0.874609375,0.00020711338511318899,1.3798475265502929e-06,0.0008226222358644009,0.000397855686605908,0.0006334601785056293,0.0,0.0,0.000647417304571718,0.99609375,0.22036737451562657,0.6149039928801358,1.03203125,1.5,0.0,0.971875,0.028125,0.0,0.0267578125,0.0419921875,0.31053616309072823,0.1001953125,0.0484375,0.002216188074089587,0.1027884379029274,419.9296020507812,0.0,0.0,1.0,0.0,0.0,1.0,0.8998046875,3.5045255145263114,0.05714415166724257,0.0,0.2,350.2,0.4559895833333333,340.0,0.4427083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4306640625,68.91270391465417,0.942578125,1.9,0.0,0.00018643189687281848,1.0
1,K,0.1056640625,0.732421875,0.0003285807280917652,1.0038912296295167e-05,0.0013836300699040295,0.0006237429479369894,0.00106758009060286,0.0,0.0,0.00035128181480104104,0.9990234375,0.17481484767049552,1.3163255758583545,1.0234375,1.58900146484375,0.0,0.9849609375,0.0150390625,0.0,0.05625,0.0310546875,0.2346377025183756,0.1056640625,0.0517578125,0.002202275674790144,0.12228527083061635,624.8265210151673,0.0,0.0,1.0,0.0,0.0,1.0,0.8943359375,3.3579298139703795,0.130254131827376,0.0,0.2,348.3,0.453515625,357.3,0.465234375,0.0,0.0,0.0,0.0,0.0,0.0,0.446484375,19.476997075317517,1.1185546875,2.7,0.0,0.00029829930863343177,1.0
1,O,0.0990234375,0.869921875,0.00020378938788780942,8.0842524766922e-06,0.0013114016503095627,0.00038363969651982187,0.0007367803249508142,0.0,0.0,0.0007835355208953843,0.9939453125,0.1211739044636488,0.28530232757329943,1.123046875,2.28900146484375,0.0,0.8984375,0.1015625,0.0,0.01484375,0.0484375,0.24512941087596118,0.0990234375,0.0447265625,0.002200375433312729,0.13766587637364863,389.4684739112854,0.0,0.0,1.0,0.0,0.0,1.0,0.9009765625,3.261925306217793,0.050566169102768774,0.0,0.2,347.7,0.452734375,348.3,0.453515625,0.0,0.0,0.0,0.0,0.0,0.0,0.5015625,10.355242045069607,0.9498046875,2.0,0.0,0.00017800225177779793,1.0
1,Q,0.1166015625,0.72890625,0.00031576938927173613,9.104609489440918e-06,0.0014701387379318475,0.0006156057643238455,0.001012970635201782,0.0,0.0,0.0004320151056163013,0.995703125,0.13916707150638102,0.9122184425592422,1.0640625,2.38900146484375,0.0,0.9779296875,0.0220703125,0.0,0.0490234375,0.035546875,0.19750490778824314,0.1166015625,0.0580078125,0.0021120368037372828,0.1175052669364959,476.6424566268921,0.0,0.0,1.0,0.0,0.0,1.0,0.8833984375,3.3402259649988744,0.10067774271212011,0.0,0.2,346.0,0.4505208333333333,359.1,0.467578125,0.0,0.0,0.0,0.0,0.0,0.0,0.478515625,8.354857241440588,1.0978515625,2.7780029296875,0.0,0.0002828627359122038,1.0
1,V,0.0970703125,0.8806640625,0.0002071066490316298,1.8127262592315675e-06,0.000830596312880516,0.0003896636859280989,0.0006045162299415097,0.0,0.0,0.0007608529063872993,0.9896484375,0.1959034487605095,0.4308049015700817,1.091796875,2.28900146484375,0.0,0.9322265625,0.0677734375,0.0,0.026953125,0.041015625,0.30483261899789793,0.0970703125,0.04765625,0.002245254721492529,0.08987362303305417,274.4663872718811,0.0,0.0,1.0,0.0,0.0,1.0,0.9029296875,3.2515697332818463,0.05879220343724162,0.0,0.2,352.3,0.4587239583333333,357.0,0.46484375,0.0,0.0,0.0,0.0,0.0,0.0,0.436328125,10.162554395069634,0.942578125,1.9,0.0,0.0001903358963318169,1.0
2,K,0.1244140625,0.7064453125,0.00033344421826768665,2.3677572607994078e-05,0.0018826721236109734,0.0006586372823221609,0.0012851199659053235,0.0,0.0,0.00029869691643398256,0.9994140625,0.1605180250480771,1.496410968899727,1.0201171875,1.4,0.0,0.9830078125,0.0169921875,0.0,0.0619140625,0.0322265625,0.1950035999645479,0.1244140625,0.0505859375,0.0020768148242495954,0.11493485048413277,784.8767278909684,0.0,0.0,1.0,0.0,0.0,1.0,0.8755859375,3.417777442314423,0.12923815438244834,0.0,0.2,356.5,0.4641927083333333,334.0,0.4348958333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.46484375,10.830888747463836,1.123828125,3.0,0.0,0.00028387700440362095,1.0
2,O,0.0994140625,0.8767578125,0.00019710575725184754,5.500763654708862e-06,0.0009253169060684741,0.0003731391421752051,0.0006324382266029716,0.0,0.0,0.000824047822970897,0.9923828125,0.08881815299391746,0.175292781740427,1.06328125,1.9,0.0,0.9416015625,0.0583984375,0.0,0.016796875,0.043359375,0.238421323383227,0.0994140625,0.047265625,0.002183142420835793,0.09989449018612503,222.8355733394623,0.0,0.0,1.0,0.0,0.0,1.0,0.9005859375,3.3117991445678143,0.04875542003866405,0.0,0.2,342.6,0.44609375,346.8,0.4515625,0.0,0.0,0.0,0.0,0.0,0.0,0.501171875,15.268924358355886,0.93828125,1.9,0.0,0.00017647439817665146,1.0
