layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,is_transfer_scheduled,cols_updated_count,cols_updated_ratio,rows_updated_count,rows_updated_ratio,buffer_pre_nonzero_ratio,buffer_pre_absmean,buffer_post_nonzero_ratio,buffer_post_absmean,buffer_cleared_ratio,buffer_pre_above_gran_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,K,0.0,0.177734375,0.003982401522807777,1.3956194743514061e-05,0.02921600379049778,0.007463505351915955,0.016635941760614514,0.001953125,0.0,0.00036709990477064026,0.919921875,0.05420797609258443,3.464054697751999,1.44609375,3.18900146484375,0.0001953125,0.884765625,0.115234375,0.0,0.21484375,0.199609375,0.07445303667336703,0.0,0.02265625,0.025361444614827634,0.017887303174939008,27.576128189265727,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.7640930111157505,11.53689968307803,0.0,1.0,381.0,0.49609375,375.0,0.48828125,0.0,0.0,0.0,0.0,0.0,0.0,0.473828125,7762345.399857801,4.4990234375,17.0900146484375,0.0013671875,0.0033996842335909604,1.0
0,O,0.0,0.2767578125,0.002419470774475485,9.415135718882083e-06,0.015229015424847604,0.004447984020225703,0.008118448173627257,0.0,0.0,0.000966208410670788,0.8501953125,0.03967154254205525,1.2176226943731308,2.86484375,8.256005859375,0.011328125,0.7833984375,0.2060546875,0.010546875,0.1224609375,0.22109375,0.08376324543496594,0.0,0.0255859375,0.025905853044241665,0.007147128321230411,-3.35793015062809,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.631302925965595,7.580127919109552,0.0,1.0,374.0,0.4869791666666667,380.0,0.4947916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.487109375,3706298.55512449,2.9337890625,8.4780029296875,0.0,0.0022229974856600165,1.0
0,Q,0.0,0.17109375,0.0039504889864474535,1.5220977365970611e-05,0.018835115432739257,0.00748267830349505,0.013373311515897513,0.0,0.0,0.000371204612919307,0.9208984375,0.05104448855854571,2.204104536771774,1.7646484375,4.68900146484375,0.0015625,0.8400390625,0.1583984375,0.0015625,0.2138671875,0.206640625,0.06637731372611597,0.0,0.02421875,0.02548262309283018,0.015395716624334454,21.073991677165033,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.79702568685121,11.878609425838293,0.0,1.0,374.0,0.4869791666666667,366.0,0.4765625,0.0,0.0,0.0,0.0,0.0,0.0,0.47890625,7214667.446519988,4.464453125,13.84500732421875,0.0,0.0035903273383155465,1.0
0,V,0.0,0.2517578125,0.002492854604497552,8.288957178592683e-06,0.007877257838845252,0.004638640256598592,0.00657975603826344,0.0,0.0,0.0008456257389113375,0.862109375,0.06307267933152616,1.0622998856008052,1.9953125,5.5,0.0033203125,0.846484375,0.1505859375,0.0029296875,0.1232421875,0.232421875,0.0928636341704987,0.0,0.026171875,0.02668740525841713,-0.014021280966699124,-32.203260242938995,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.681497567222153,7.90845174691564,0.0,1.0,379.0,0.4934895833333333,365.0,0.4752604166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.477734375,3677236.814167323,3.0048828125,7.1780029296875,0.0,0.0023773894412443043,1.0
1,K,0.0,0.171875,0.00377788208425045,1.478599151596427e-05,0.014527491759508848,0.007061935774981975,0.01053940849378705,0.0,0.0,0.0004950435806048148,0.910546875,0.03999488260596991,0.6312958769500255,1.9599609375,9.04500732421875,0.00703125,0.8505859375,0.142578125,0.0068359375,0.2310546875,0.2064453125,0.06569325542077423,0.0,0.025390625,0.025404528062790633,-0.035080393124371764,-15.187473964691161,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.6326730577638826,12.492148476776837,0.0,1.0,380.0,0.4947916666666667,388.0,0.5052083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.4884765625,6678363.269861748,4.2951171875,11.16700439453125,0.0,0.0035030320985242726,1.0
1,O,0.0,0.271484375,0.002477487991563976,6.620772182941437e-06,0.012615939043462277,0.0046665777917951345,0.008451053779572249,0.0,0.0,0.0009871022507908834,0.8482421875,0.07979909377172589,1.5298167794942856,2.9326171875,8.68900146484375,0.01171875,0.780078125,0.2095703125,0.0103515625,0.1244140625,0.21796875,0.07913375255884603,0.0,0.028125,0.026748815923929213,0.01537868962623179,-1.0114456325769425,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.785767923793183,7.571768013274905,0.0,1.0,375.0,0.48828125,374.0,0.4869791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.466796875,3772831.2295343177,3.0015625,8.98900146484375,0.0,0.0022290763212367893,1.0
1,Q,0.0,0.17890625,0.00378146655857563,1.3269111514091492e-05,0.01596387242898345,0.007125791884027422,0.011143916891887784,0.0,0.0,0.000768764854302617,0.89765625,0.04602340082637966,0.7149043595418334,2.77109375,20.956005859375,0.0111328125,0.82890625,0.16015625,0.0109375,0.2802734375,0.1927734375,0.062076832860475405,0.0,0.02578125,0.025322984158992767,0.032425896055065094,2.824231618642807,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.651749907186051,16.29229180050401,0.0,1.0,380.0,0.4947916666666667,397.0,0.5169270833333334,0.0,0.0,0.0,0.0,0.0,0.0,0.4787109375,6742272.199535869,4.296484375,11.56700439453125,0.0,0.0034912302857264877,1.0
1,V,0.0,0.2740234375,0.0023745368467643856,5.134148523211479e-06,0.008599386923015118,0.0045239104656502604,0.006513619469478727,0.0,0.0,0.0009211631885250426,0.8552734375,0.08907267227768897,1.3401095401495695,2.78203125,9.76700439453125,0.008203125,0.7818359375,0.2109375,0.0072265625,0.1451171875,0.2134765625,0.09387167715467512,0.0,0.02890625,0.02577697765082121,-0.013078985060565174,-2.610006020963192,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.766939576519955,7.82752915787569,0.0,1.0,379.0,0.4934895833333333,387.0,0.50390625,0.0,0.0,0.0,0.0,0.0,0.0,0.4642578125,3545034.657038911,2.89609375,7.06700439453125,0.0,0.002202518773265183,1.0
2,K,0.0,0.165625,0.004075104696676135,1.3286735338624567e-05,0.020180873572826385,0.007707564020529389,0.014635676611214876,0.0,0.0,0.00035423176565423374,0.930078125,0.04440044406801462,-1.5585993006825447,1.583203125,4.6,0.001953125,0.869140625,0.12890625,0.001953125,0.28828125,0.1865234375,0.05702316866372712,0.0,0.02734375,0.025284765753895044,-0.018404333165381103,-7.237516282498836,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.7732443983898776,13.968982784935259,0.0,1.0,393.0,0.51171875,368.0,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4791015625,7534131.623329128,4.594140625,15.1340087890625,0.0,0.0035779098980128765,1.0
2,O,0.0,0.2638671875,0.00239063729532063,6.5110798459500074e-06,0.009801257774233818,0.0045026005012914535,0.006960461707785725,0.0,0.0,0.0011707511077375444,0.840625,0.07856161640956998,2.910516246780753,2.975,7.46700439453125,0.009765625,0.76796875,0.2232421875,0.0087890625,0.123046875,0.19765625,0.08364507455844432,0.0,0.0228515625,0.026489703077822925,0.012772291526198387,26.146550804376602,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.6212046428398286,6.414361401125527,0.0,1.0,370.0,0.4817708333333333,374.0,0.4869791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4619140625,2122410.9827489047,2.9060546875,7.556005859375,0.0,0.0022293491289019584,1.0
2,Q,0.0,0.1775390625,0.004017240344546735,1.2547196820378304e-05,0.02124345414340496,0.007605235371738672,0.014783885143697263,0.0,0.0,0.000411127742913564,0.9208984375,0.06996873298194259,0.9407881334424019,1.696484375,4.6780029296875,0.0013671875,0.857421875,0.14140625,0.001171875,0.346875,0.1779296875,0.05421816176385619,0.0,0.028515625,0.025545923598110677,0.0366006467025727,1.669078305363655,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8164090746295614,21.345626131733404,0.0,1.0,375.0,0.48828125,374.0,0.4869791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4587890625,7492854.199579592,4.5228515625,15.26700439453125,0.0,0.0034888027468696235,1.0
2,V,0.0,0.273046875,0.0024218961829319597,6.9196335971355435e-06,0.008930070511996745,0.0046135816955938935,0.0068345272447913885,0.0,0.0,0.0012436070188726945,0.849609375,0.03975321830366738,-1.0793201230466365,3.666796875,9.0780029296875,0.019921875,0.7693359375,0.2123046875,0.018359375,0.2283203125,0.19375,0.07871051031397655,0.0,0.0251953125,0.026783910393714905,-0.04095147028565407,-33.09339662790298,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8223429521876886,10.257024435675381,0.0,1.0,380.0,0.4947916666666667,375.0,0.48828125,0.0,0.0,0.0,0.0,0.0,0.0,0.460546875,2090036.7842284695,2.9373046875,7.456005859375,0.0,0.002246933709830046,1.0
3,K,0.0,0.176171875,0.003663895628415048,1.0049616685137153e-05,0.014437096193432808,0.006932083144783973,0.010726457880809902,0.0,0.0,0.0004380151859368908,0.905078125,0.05597774451598525,4.226879654824733,1.6751953125,3.3,0.0001953125,0.8494140625,0.150390625,0.0001953125,0.25859375,0.1953125,0.05862324526533484,0.0,0.023828125,0.025229718536138535,-0.01481402600184083,-16.183302834630013,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.744423518908584,11.592628623156784,0.0,1.0,374.0,0.4869791666666667,387.0,0.50390625,0.0,0.0,0.0,0.0,0.0,0.0,0.4806640625,5432876.292637311,4.1779296875,11.18900146484375,0.0,0.0033517951145768166,1.0
3,O,0.0,0.2509765625,0.0025419847690500317,9.9212396889925e-06,0.01010621814057231,0.0048531253123655915,0.0072419673204422,0.0,0.0,0.0012427429544970892,0.83203125,0.07160320524126292,4.164659371227026,3.3609375,8.4780029296875,0.01171875,0.7638671875,0.22578125,0.0103515625,0.1251953125,0.181640625,0.09153328210813924,0.0,0.0234375,0.027170524653047323,0.020981040969491004,-35.5729647397995,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.7574628218768273,5.148025825135168,0.0,1.0,370.0,0.4817708333333333,359.0,0.4674479166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4654296875,2245224.432185798,3.0625,7.6780029296875,0.0,0.002311294502578676,1.0
3,Q,0.0,0.1810546875,0.003619174682535231,1.655737869441509e-05,0.01422313041985035,0.006892570666968823,0.01033772542141378,0.0,0.0,0.000505917744416351,0.8978515625,0.04655548725277185,1.597953187674284,1.8888671875,4.48900146484375,0.0009765625,0.8296875,0.1693359375,0.0009765625,0.33671875,0.1623046875,0.057558145810617134,0.0,0.0294921875,0.025498487427830695,-0.03932592198252678,-38.597137063741684,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8210842947152672,17.649837835474013,0.0,1.0,368.0,0.4791666666666667,377.0,0.4908854166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.47890625,5398007.705840313,4.1365234375,10.8,0.0,0.0033429745119065045,1.0
3,V,0.0,0.2255859375,0.0027564740274101497,1.399763859808445e-05,0.009389386326074601,0.005103640747256577,0.007530499994754791,0.0,0.0,0.0011934033728891792,0.8392578125,0.08805580134503543,0.44763998277485373,2.9529296875,8.92301025390625,0.007421875,0.772265625,0.220703125,0.00703125,0.195703125,0.193359375,0.09343744609504938,0.0,0.0228515625,0.02620036033913493,-0.04664280768483877,-11.02613363340497,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.677687185733526,8.579630642725151,0.0,1.0,372.0,0.484375,380.0,0.4947916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.466796875,2407388.693575052,3.274609375,7.9780029296875,0.0,0.0026134494692087173,1.0
4,K,0.0,0.177734375,0.003609878686256707,8.888635784387589e-06,0.0143789267167449,0.006833223858848214,0.010373828280717135,0.0,0.0,0.0004923573031387462,0.908203125,0.061961247213184835,1.7012699365615844,1.8048828125,5.18900146484375,0.001953125,0.8423828125,0.155859375,0.0017578125,0.2732421875,0.1802734375,0.05267941143829376,0.0,0.0224609375,0.025967246480286123,0.03797209728509188,46.49785950779915,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.920950517960906,11.732351944359056,0.0,1.0,375.0,0.48828125,366.0,0.4765625,0.0,0.0,0.0,0.0,0.0,0.0,0.4728515625,6308862.775337585,4.1236328125,10.8780029296875,0.0,0.0032950935419648886,1.0
4,O,0.0,0.22578125,0.0028098665410652758,6.009137723594904e-06,0.010517394728958606,0.005310820159502327,0.008056249283254147,0.0,0.0,0.0011815017990102206,0.8294921875,0.14261276535689832,2.4457223922014237,3.75234375,10.1340087890625,0.0220703125,0.747265625,0.2328125,0.019921875,0.0658203125,0.14921875,0.12945588767761365,0.0,0.0267578125,0.02652407009154558,0.024929603468626736,-18.73238958120346,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.6883577698812107,2.99146270945121,0.0,1.0,369.0,0.48046875,376.0,0.4895833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.448828125,2488142.5891631157,3.3263671875,8.46700439453125,0.0,0.0025796131347306074,1.0
