layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,is_transfer_scheduled,cols_updated_count,cols_updated_ratio,rows_updated_count,rows_updated_ratio,buffer_pre_nonzero_ratio,buffer_pre_absmean,buffer_post_nonzero_ratio,buffer_post_absmean,buffer_cleared_ratio,buffer_pre_above_gran_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,delta_L_pred,dw_fp_dot_dw_eff,cosine_slow_grad,cosine_slow_grad_nz,cosine_slow_fast,cosine_slow_fast_nz,trace_every
0,K,0.9089453125,0.0680078125,4.028956702313735e-05,6.89320405581384e-05,0.0015919899416621775,3.3941942729143196e-05,0.0007282615709118545,0.0,0.0,0.0007192288045189344,0.99609375,0.05759188848373015,0.11279673281591386,1.02216796875,1.56340087890625,0.0,0.98044921875,0.01955078125,0.0,0.00958984375,0.01396484375,0.11567943306668894,0.9089453125,0.0016015625,0.00025763044934137727,0.265625685750565,585.6863312916457,0.0,0.0,1.0,0.0,0.0,1.0,0.0910546875,4473669428.844006,0.022419845696132486,0.0,0.02,35.59,0.04634114583333333,44.86,0.05841145833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.94607421875,47.19315057191143,0.1252734375,2.008900146484375,0.0,0.0,-4.895403275462229e-06,4.895403275462229e-07,0.05614836101973197,0.18405793391750194,0.003635451798327267,0.01198472649557516,1.0
0,O,0.909140625,0.08677734375,2.3524852949776686e-05,4.8669657844584434e-05,0.000841919889790006,2.2199816187367104e-05,0.00042262622795533386,0.0,0.0,0.0018527793529210612,0.9308203125,0.057433897772571074,0.023137681941152552,1.4863671875,4.00460205078125,0.0,0.66330078125,0.33669921875,0.0,0.0083203125,0.01541015625,0.11096853966999333,0.909140625,0.00193359375,0.0002502278526662849,0.2714171730168164,212.5133511582017,0.0,0.0,1.0,0.0,0.0,1.0,0.090859375,4358233886.305243,0.007397293736656668,0.0,0.02,34.82,0.04533854166666667,44.69,0.05819010416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.94619140625,50.585995585566636,0.09744140625,1.104500732421875,0.0,0.0,-7.119413161937871e-06,7.119413161937871e-07,0.059905287977308035,0.19132678246125578,0.005670222596381791,0.017395969030912964,1.0
0,Q,0.90978515625,0.06716796875,3.9321451731666456e-05,7.226557470858098e-05,0.001343846236122772,2.3320442296608234e-05,0.0007190410018665716,0.0,0.0,0.0007818283508822788,0.9938671875,0.06201197498041438,0.1120227530541888,1.04583984375,1.851201171875,0.0,0.96232421875,0.03767578125,0.0,0.0095703125,0.0141796875,0.10647823996027,0.90978515625,0.00158203125,0.00025155212759273124,0.2497126070666127,459.9762398982048,0.0,0.0,1.0,0.0,0.0,1.0,0.09021484375,4426323194.056749,0.028721043476738345,0.0,0.02,34.7,0.04518229166666667,44.56,0.05802083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9458203125,101.05767189994508,0.12341796875,2.0,0.0,0.0,-5.041737032929205e-06,5.041737032929206e-07,0.06023929013463203,0.2027788374503143,0.002575941920513287,0.0036952847766224296,1.0
0,V,0.91013671875,0.0862109375,2.364737802054151e-05,3.698790911585092e-05,0.0006650980963604524,1.7872179032565327e-05,0.0004280005133477971,0.0,0.0,0.0017175689456053079,0.94390625,0.054175966756884006,0.022339057703502477,1.174765625,2.672301025390625,0.0,0.858203125,0.141796875,0.0,0.00865234375,0.01744140625,0.10376626595621928,0.91013671875,0.00220703125,0.0002526729798410088,0.32456343732774257,252.29912970304488,0.0,0.0,1.0,0.0,0.0,1.0,0.08986328125,4472833275.794983,0.008738895922179633,0.0,0.02,34.96,0.04552083333333333,45.12,0.05875,0.0,0.0,0.0,0.0,0.0,0.0,0.94611328125,49.55263197565322,0.09548828125,1.03780029296875,0.0,0.0,-6.3693213835591674e-06,6.369321383559168e-07,0.0549971000169171,0.18573179511586205,0.005628274014088675,0.01838693146186415,1.0
1,K,0.91015625,0.068046875,3.809603009358398e-05,7.794259523507208e-05,0.001107995617785491,2.550169474488939e-05,0.0006793889187974855,0.0,0.0,0.0010898373344389255,0.976796875,0.040083616720512506,0.04060378391412087,1.160234375,2.887901611328125,0.0,0.8826171875,0.1173828125,0.0,0.0094140625,0.0202734375,0.088514083980117,0.91015625,0.00146484375,0.0002557356395118404,0.29620172586292026,308.0722394108772,0.0,0.0,1.0,0.0,0.0,1.0,0.08984375,4434276605.024934,0.018232994144948396,0.0,0.02,35.02,0.04559895833333333,45.01,0.05860677083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.947734375,33.29603612071844,0.119765625,1.98,0.0,0.0,-4.828686312663422e-06,4.828686312663422e-07,0.04331810424569994,0.16092164611443877,0.005031369486241602,0.01904549589147791,1.0
1,O,0.90890625,0.086953125,2.3440573222615058e-05,4.250639569363557e-05,0.0008360846282448619,1.3616336841550947e-05,0.00042041965207317844,0.0,0.0,0.0020683363036368974,0.91015625,0.03844591915258207,0.014175493513030234,1.56904296875,4.177901611328125,0.0,0.61583984375,0.38416015625,0.0,0.0078125,0.01927734375,0.09468251759477425,0.90890625,0.0016015625,0.0002532384636288043,0.2861182828992605,174.8374640342593,0.0,0.0,1.0,0.0,0.0,1.0,0.09109375,4424988427.199423,0.005796100789341288,0.0,0.02,35.01,0.0455859375,44.74,0.05825520833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.948671875,70.80789812093792,0.0977734375,1.11340087890625,0.0,0.0,-5.154665458562136e-06,5.154665458562136e-07,0.04071714763413183,0.1375599362142384,0.0032056886464852143,0.010469251183385495,1.0
1,Q,0.91005859375,0.0688671875,3.7250881705404025e-05,7.503996370360255e-05,0.0011153138417284935,2.9273363725224045e-05,0.0006752431666245684,0.0,0.0,0.001204779127438087,0.9706640625,0.037877936465374656,0.03308038204908371,1.16212890625,3.22460205078125,0.0,0.89099609375,0.10900390625,0.0,0.00943359375,0.01935546875,0.08823982111352961,0.91005859375,0.00158203125,0.0002495284826727584,0.20310251135611906,201.81012341618538,0.0,0.0,1.0,0.0,0.0,1.0,0.08994140625,4417168134.8234415,0.014887763253070441,0.0,0.02,35.03,0.04561197916666667,45.37,0.05907552083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9481640625,103.51174649116497,0.1184375,1.98780029296875,0.0,0.0,-5.108019881205905e-06,5.108019881205906e-07,0.03934023153968155,0.14258357919519768,0.0031708482409158025,0.01045319134136662,1.0
1,V,0.90802734375,0.088359375,2.387116150202928e-05,3.986293449997902e-05,0.0006607386574614793,1.573671753249073e-05,0.00042583337024552746,0.0,0.0,0.0020794310461496935,0.91154296875,0.0459053074097028,0.016242878569901222,1.67802734375,5.7392041015625,0.0,0.58705078125,0.41294921875,0.0,0.008515625,0.0188671875,0.09653361826582113,0.90802734375,0.00220703125,0.00025913166653481314,0.2896844674105523,183.4583238109946,0.0,0.0,1.0,0.0,0.0,1.0,0.09197265625,4567547291.517258,0.010398623443404344,0.0,0.02,35.73,0.0465234375,46.05,0.0599609375,0.0,0.0,0.0,0.0,0.0,0.0,0.945625,50.246190224562326,0.09755859375,1.084500732421875,0.0,0.0,-6.48830411336121e-06,6.488304113361209e-07,0.04584217553725466,0.15688265526667236,0.010955571432004945,0.03958862524046708,1.0
2,K,0.9108203125,0.0651171875,4.071343155374052e-05,7.423116941936314e-05,0.0014589914691168814,1.953967974259285e-05,0.0007592825795290992,0.0,0.0,0.0010305025684647262,0.977734375,0.03337392983667087,0.04733437419636175,1.15919921875,2.95460205078125,0.0,0.88712890625,0.11287109375,0.0,0.0094921875,0.034609375,0.07425232045090524,0.9108203125,0.00158203125,0.00024924001045292246,0.21372677929117345,283.3404838305712,0.0,0.0,1.0,0.0,0.0,1.0,0.0891796875,4303260750.602931,0.030008091226079024,0.0,0.02,36.33,0.0473046875,44.12,0.05744791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9487109375,75.2063745095156,0.124921875,2.026700439453125,0.0,0.0,-4.109570521571015e-06,4.1095705215710155e-07,0.038055463498458265,0.13332661719992756,0.004430622915679123,0.015079895635135471,1.0
2,O,0.9091796875,0.08765625,2.266462401166791e-05,4.776226443937048e-05,0.0006625216157408431,1.5153549556998768e-05,0.00040616045764181764,0.0,0.0,0.002534951440175064,0.869453125,0.036094239433296024,0.00907794359663967,1.6251953125,4.12460205078125,0.0,0.564453125,0.435546875,0.0,0.00818359375,0.01810546875,0.09704501162486849,0.9091796875,0.00142578125,0.00025194610556354745,0.2566738001862541,127.97427617281676,0.0,0.0,1.0,0.0,0.0,1.0,0.0908203125,4350248386.617749,0.007478551228326464,0.0,0.02,34.36,0.04473958333333333,45.38,0.05908854166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.94900390625,83.72587318054046,0.0958203125,1.02780029296875,0.0,0.0,-5.764998949686628e-06,5.764998949686628e-07,0.03863968580204528,0.12067061361914966,-0.002484913975931704,-0.009998429549159481,1.0
2,Q,0.91021484375,0.06646484375,3.99861672121915e-05,6.446304731070995e-05,0.0014662121480796485,1.4433634205488489e-05,0.0007443286117631942,0.0,0.0,0.0011489507475926075,0.971875,0.03333775563631207,0.04339541970170103,1.1388671875,3.026903076171875,0.0,0.90611328125,0.09388671875,0.0,0.00966796875,0.03541015625,0.07294713658593537,0.91021484375,0.001875,0.0002508238260634243,0.216124496627599,209.87755880713462,0.0,0.0,1.0,0.0,0.0,1.0,0.08978515625,4437192534.0965395,0.027344761647834705,0.0,0.02,34.71,0.0451953125,45.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.948359375,61.57483607523452,0.1240234375,2.008900146484375,0.0,0.0,-4.561799433311364e-06,4.561799433311364e-07,0.03711352619269746,0.13404207657527878,0.009658416614402086,0.03296623513568193,1.0
