figure_id,run_tag,layer_name,layer_idx,sublayer,variant,dac_bits,adc_bits,inp_bound,inp_res,res_ratio,step_size,nm_thres,sto_round,EZR,QZR_all,QZR_nonzero,ODR,cosine_sim,l2_retention,rel_l2_error,clip_rate_scaled,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad,QZR_all_pad,seed
A,v3,bert.encoder.layer.0.intermediate.dense,0,FFN1,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.000619003091997,0.6168626296520233,0.616625417470932,246.00516456604004,0.9972415977716446,1.0020889621973037,0.0726980210095644,0.0,0.0045137585117481,0.0372803504019975,0.2600683382898569,0.0,3.728116450474772e-05,0.0001332380462554,0.0006228615368308,0.0017567075687111,0.0007137749003595,0.7256747537851334,42
A,v3,bert.encoder.layer.0.output.dense,0,FFN2,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.1000252370908856,0.1205208985507488,0.0227735916431993,6.088897006511688,0.9998672619462012,1.0001343780755996,0.0161256235744804,0.0,0.1657900480926036,0.4636814525723457,0.7696717181801795,0.0,2.3963237090356412e-05,8.89232780173188e-05,0.0005191903750528,0.0016021452765562,0.0999794501811266,0.1212699456885457,42
A,v3,bert.encoder.layer.0.attention.self.key,0,K,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,5.380509833230462e-09,0.1118752620369196,0.1118752572312951,23.34720230102539,0.9994825589656828,1.0005158960819245,0.0311673559248447,0.0,0.0536271338723599,0.2440286006778478,0.6226729899644852,0.0,1.710199145691149e-05,5.505296241608448e-05,0.0001982671045698,0.0004634255469864,0.5570914739370346,0.6067070995271205,42
A,v3,bert.encoder.layer.0.attention.output.dense,0,O,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.1000176287442445,0.1205165935307741,0.0227770759537816,6.113833262920379,0.9998640578985214,1.0001373505592346,0.0162551217339932,0.0,0.1653617438673973,0.4626742942631244,0.7682564821839333,0.0,3.7064330972498285e-05,0.0001334162559942,0.0007348529859154,0.0022168899478856,0.0999982583895325,0.1207947445660829,42
A,v3,bert.encoder.layer.0.attention.self.query,0,Q,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,4.6502975692419565e-09,0.0735892625898122,0.0735892582684755,15.812497668266296,0.999456118643284,1.0005448311567309,0.0319176859408617,0.0,0.0670403614267706,0.2383703505247831,0.5776042455434799,0.0,1.0703433142680296e-05,4.0109958990797165e-05,0.0001875739859315,0.0005425472905335,6.357828823411182e-09,0.0905328631028533,42
A,v3,bert.encoder.layer.0.attention.self.value,0,V,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.0,0.0927867617458105,0.0927867617458105,19.791952018737792,0.9995036309957503,1.0004918563365937,0.0302330997958779,0.0,0.0632274136692285,0.2596595844626426,0.6278837418556213,0.0,3.095880786531779e-05,9.717999935674016e-05,0.0004422685813915,0.0009303363951039,0.557091471850872,0.5982702989876271,42
A,v3,bert.encoder.layer.1.intermediate.dense,1,FFN1,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.000797350637149,0.5826119682192803,0.5822790464758874,207.14501831054687,0.9968647295236588,1.002418053150177,0.0768006439507007,0.0,0.005375792987179,0.0405359329655766,0.2555153078585863,0.0,4.0211966625065545e-05,0.0001453929597118,0.0006627277824736,0.0017591343927779,0.0011485211190301,0.6820550048351288,42
A,v3,bert.encoder.layer.1.output.dense,1,FFN2,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.1000517750158906,0.1207748797908425,0.0230270053632557,6.175516097545624,0.99986380726099,1.0001351863145829,0.0163070230465382,0.0,0.1636497572064399,0.4595850054919719,0.766574587225914,0.0,2.8553253987411156e-05,0.0001063329581666,0.0006197876081569,0.0018396135658258,0.1000407103076577,0.1230205672606825,42
A,v3,bert.encoder.layer.1.attention.self.key,1,K,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,4.755600286898698e-09,0.1473487805575132,0.1473487764596939,29.92284016609192,0.9994160398840904,1.0005720514059069,0.0330678177252411,0.0,0.0444822506234049,0.2275435888022184,0.6012636986374855,0.0,1.9695874466378883e-05,7.292162203157205e-05,0.0003100073464156,0.0008917191873479,0.5570914739370346,0.6224782349169254,42
A,v3,bert.encoder.layer.1.attention.output.dense,1,O,baseline,7,9,1.0,0.0079365079365079,0.0079365079365079,0.0158730158730158,0.0,False,0.0999536693468689,0.1204997171461582,0.0228277580626308,6.127017977237702,0.9998648008704184,1.0001361203193664,0.0162467498891055,0.0,0.1648668963462114,0.4612660332024097,0.7673278790712357,0.0,3.649867342573998e-05,0.000135939693464,0.0008053978938551,0.0022738612222019,0.0999688793718814,0.1214180000126361,42
