figure_id,run_tag,layer_name,layer_idx,sublayer,variant,dac_bits,adc_bits,inp_bound,inp_res,res_ratio,step_size,nm_thres,sto_round,EZR,QZR_all,QZR_nonzero,ODR,cosine_sim,l2_retention,rel_l2_error,clip_rate_scaled,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad,QZR_all_pad,seed
D,v3_ABD,bert.encoder.layer.0.intermediate.dense,0,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0006160609773360193,0.6144241344928741,0.6141865640878678,243.02811378479004,0.9972604030370712,1.0020871555805206,0.07243491269648075,0.0,0.004565909469965846,0.03763166168704629,0.26215560771524904,0.0,3.793081960793643e-05,0.00013456390352075686,0.0006563181123055983,0.0020617400389164684,0.0007452122430549934,0.7220012477040291,43
D,v3_ABD,bert.encoder.layer.0.output.dense,0,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09998293042182922,0.1204876947030425,0.022782645942643284,6.089415791034699,0.9998672816157341,1.0001345521211624,0.016125358352437617,0.0,0.16578250750899315,0.46367748036980627,0.769651235640049,0.0,2.450924470394966e-05,9.184061167616164e-05,0.0005497687812021468,0.0017701082886196673,0.10000288084149361,0.12153793837875128,43
D,v3_ABD,bert.encoder.layer.0.attention.self.key,0,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,9.291134972500004e-09,0.11250639472156763,0.11250638641417027,23.52527552604675,0.9994836953282357,1.0005125850439072,0.03113654661923647,0.0,0.05347929541021586,0.24425778523087502,0.6231964626908302,0.0,1.7607742211112055e-05,5.800924176583067e-05,0.0002084748985362239,0.0004890845427871682,0.5490657593309879,0.5998774787783623,43
D,v3_ABD,bert.encoder.layer.0.attention.output.dense,0,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09997908167541027,0.1204595322906971,0.022755543226376174,6.113838422298431,0.9998641294240952,1.000136507153511,0.016253338530659675,0.0,0.16533487372100353,0.46262560531497,0.7680262404680253,0.0,3.7900191464359524e-05,0.00013754819192399737,0.0007700539284269326,0.002453567458433099,0.10001425754278898,0.12089472755789757,43
D,v3_ABD,bert.encoder.layer.0.attention.self.query,0,Q,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,1.2881388329333276e-08,0.0731973010674119,0.07319728914648295,15.737564582824707,0.9994589680433273,1.0005427706241607,0.03183335313573479,0.0,0.06732428804039955,0.23910488970577717,0.5783406513929367,0.0,1.0843673258023046e-05,4.094759935469483e-05,0.0001938693382908241,0.0005775311987963505,8.477105097881576e-09,0.0909504410251975,43
D,v3_ABD,bert.encoder.layer.0.attention.self.value,0,V,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.09231223642826081,0.09231223642826081,19.700191459655763,0.9995082470774651,1.0004882103204726,0.030083400104194878,0.0,0.0636595643311739,0.2613991130888462,0.6303091201186181,0.0,3.1739533515064974e-05,0.00010136436900211265,0.00046545890611014327,0.001027422385814134,0.5490657551586628,0.5907876800000668,43
D,v3_ABD,bert.encoder.layer.1.intermediate.dense,1,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0007832458877237514,0.5799395567178727,0.5796104416251182,204.51893310546876,0.9968895536661148,1.0024056857824326,0.0764843026548624,0.0,0.005442337179556489,0.04088970862329006,0.25747535288333895,0.0,4.0810020709614034e-05,0.00014714071123307802,0.0006800482592370827,0.0019124739605467767,0.001175590634229593,0.677349299788475,43
D,v3_ABD,bert.encoder.layer.1.output.dense,1,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09998408373445272,0.12066788218915463,0.0229815914016217,6.162491643428803,0.9998645207285881,1.0001354914903642,0.016271606264635922,0.0,0.1639541894197464,0.4601939681172371,0.7670147842168809,0.0,2.9106076872267295e-05,0.0001091154538517003,0.0006428363786835689,0.00200352088897489,0.09998721729964018,0.12329947438091039,43
D,v3_ABD,bert.encoder.layer.1.attention.self.key,1,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.14829328328371047,0.14829328328371047,30.146745204925537,0.9994170832633972,1.0005719125270844,0.03304432658478618,0.0,0.04435930317267776,0.22759965181350708,0.6016211733222008,0.0,2.0100938118048363e-05,7.494432853491162e-05,0.00032237015664577485,0.0009910201559250708,0.5490657551586628,0.616057512909174,43
D,v3_ABD,bert.encoder.layer.1.attention.output.dense,1,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09997067328542471,0.12050675179809332,0.022817119965329768,6.121968879699707,0.999865150153637,1.000135812163353,0.01623113469220698,0.0,0.16497823119163513,0.46141571521759034,0.7673462280631065,0.0,3.731179766873538e-05,0.0001388121746640536,0.0008347034858888947,0.0024614645598921925,0.09999433819204569,0.12168773099780082,43
