layer_idx,sublayer,layer_name,ratio,cdf
11,K,bert.encoder.layer.11.attention.self.key,9.960027247402081e-10,5e-06
11,K,bert.encoder.layer.11.attention.self.key,1.5512587197008543e-06,0.000505
11,K,bert.encoder.layer.11.attention.self.key,3.244400431867689e-06,0.001005
11,K,bert.encoder.layer.11.attention.self.key,4.757565420732135e-06,0.001505
11,K,bert.encoder.layer.11.attention.self.key,6.803374617447844e-06,0.002005
11,K,bert.encoder.layer.11.attention.self.key,8.615791557531338e-06,0.002505
11,K,bert.encoder.layer.11.attention.self.key,1.0266919161949772e-05,0.003005
11,K,bert.encoder.layer.11.attention.self.key,1.233868533745408e-05,0.003505
11,K,bert.encoder.layer.11.attention.self.key,1.4559040209860541e-05,0.004005
11,K,bert.encoder.layer.11.attention.self.key,1.6440715626231395e-05,0.004505
11,K,bert.encoder.layer.11.attention.self.key,1.8696537154028192e-05,0.005005
11,K,bert.encoder.layer.11.attention.self.key,2.117034819093533e-05,0.005505
11,K,bert.encoder.layer.11.attention.self.key,2.2891063053975813e-05,0.006005
11,K,bert.encoder.layer.11.attention.self.key,2.525809031794779e-05,0.006505
11,K,bert.encoder.layer.11.attention.self.key,2.786311597446911e-05,0.007005
11,K,bert.encoder.layer.11.attention.self.key,3.032154927495867e-05,0.007505
11,K,bert.encoder.layer.11.attention.self.key,3.274808113928884e-05,0.008005
11,K,bert.encoder.layer.11.attention.self.key,3.565186125342734e-05,0.008505
11,K,bert.encoder.layer.11.attention.self.key,3.812737122643739e-05,0.009005
11,K,bert.encoder.layer.11.attention.self.key,4.103830360691063e-05,0.009505
11,K,bert.encoder.layer.11.attention.self.key,4.361573519418016e-05,0.010005
11,K,bert.encoder.layer.11.attention.self.key,4.6228899009292945e-05,0.01051
11,K,bert.encoder.layer.11.attention.self.key,4.919665298075415e-05,0.01101
11,K,bert.encoder.layer.11.attention.self.key,5.17377739015501e-05,0.01151
11,K,bert.encoder.layer.11.attention.self.key,5.469192547025159e-05,0.01201
11,K,bert.encoder.layer.11.attention.self.key,5.739388507208787e-05,0.01251
11,K,bert.encoder.layer.11.attention.self.key,5.9741243603639305e-05,0.01301
11,K,bert.encoder.layer.11.attention.self.key,6.247654528124258e-05,0.01351
11,K,bert.encoder.layer.11.attention.self.key,6.549503450514749e-05,0.01401
11,K,bert.encoder.layer.11.attention.self.key,6.794224464101717e-05,0.01451
11,K,bert.encoder.layer.11.attention.self.key,7.048800034681335e-05,0.01501
