figure_id,run_tag,layer_name,layer_idx,sublayer,variant,dac_bits,adc_bits,inp_bound,inp_res,res_ratio,step_size,nm_thres,sto_round,EZR,QZR_all,QZR_nonzero,ODR,cosine_sim,l2_retention,rel_l2_error,clip_rate_scaled,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad,QZR_all_pad,task,seed
A,glue_v1,bert.encoder.layer.0.intermediate.dense,0,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0005515209143050015,0.5617491978406907,0.5615075799822807,193.06431663513183,0.9974411982297897,1.0019976300001145,0.06951293054968119,0.0,0.005865928481798619,0.044436995089054104,0.2918320161104202,0.0,9.230503472281271e-05,0.0002754186702804873,0.0007055292277073022,0.0010587614594260231,0.3451553276181221,0.7130198475718498,cola,44
A,glue_v1,bert.encoder.layer.0.output.dense,0,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.10010519001632928,0.12056122496724128,0.02273159862495959,6.096487681865693,0.9998677763342857,1.0001351153850555,0.01608868930954486,0.0,0.16569504596292972,0.46471735432744027,0.7706179904937744,0.0,8.050541999182314e-05,0.0002200238930527121,0.0003967260120407445,0.0005216542491689324,0.410373999029398,0.42377548590302466,cola,44
A,glue_v1,bert.encoder.layer.0.attention.self.key,0,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.1013328217342496,0.1013328217342496,20.475669059753418,0.9994571679830551,1.0005547469854355,0.03190363074652851,0.0,0.055864498298615214,0.23723973460495473,0.6006226354837417,0.0,5.446837098133983e-05,0.00013807414667098782,0.0003124879132155911,0.00043429401732282715,0.3447944433242083,0.41120055824518204,cola,44
A,glue_v1,bert.encoder.layer.0.attention.output.dense,0,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09998400092124939,0.12024098325520755,0.022507286937907336,6.051003608703613,0.9998680028319359,1.0001301512122154,0.016076628267765045,0.0,0.16680486977100373,0.46497266545891763,0.7696868613362312,0.0,0.0001250580774649279,0.000320246450646664,0.0005845488976046908,0.0008029554554377683,0.41029841706156733,0.423567833006382,cola,44
A,glue_v1,bert.encoder.layer.0.attention.self.query,0,Q,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.08921860419213772,0.08921860419213772,16.938619570732115,0.9995074668526649,1.0004928141832352,0.03036350323818624,0.0,0.06633561888709665,0.25581334844231607,0.6043326869606972,0.0,4.0129843964678005e-05,0.0001170171370904427,0.00027055383987317327,0.0004228211731970077,0.3447944433242083,0.40337703824043275,cola,44
A,glue_v1,bert.encoder.layer.0.attention.self.value,0,V,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,7.57025190978311e-08,0.07451683618128299,0.07451676607131957,14.81185586452484,0.9995776104927063,1.0004415661096573,0.02811324785463512,0.0,0.07321012714877724,0.27840076364576816,0.6418480861186981,0.0,0.0001167543041810859,0.00030439875954471065,0.0006101756432326511,0.0008299100413569249,0.34479449115693567,0.3935681600123644,cola,44
A,glue_v1,bert.encoder.layer.1.intermediate.dense,1,FFN1,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0006555579233099707,0.47280061736702916,0.472454998344183,118.65775821685791,0.9976125499606132,1.0020384001731872,0.06721366567537189,0.0,0.00897147790528834,0.05432098986580968,0.31462913259863856,0.0,0.00010304721050488297,0.00029242766540846785,0.0005883489924599416,0.0008144530536083039,0.3452239403128624,0.6543842369318008,cola,44
A,glue_v1,bert.encoder.layer.1.output.dense,1,FFN2,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09996708795428276,0.12077301055192947,0.023116905679926275,6.1811103653907775,0.9998652857542037,1.0001398134231567,0.016232867701910438,0.0,0.16349427208304404,0.460676905810833,0.7689264383912087,0.0,0.00010003727718867595,0.0002588817072683014,0.0004594905367412139,0.0005729312833864242,0.4102889749407768,0.4239188531786203,cola,44
A,glue_v1,bert.encoder.layer.1.attention.self.key,1,K,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.0,0.13511282958090307,0.13511282958090307,23.66524127960205,0.9994090345501899,1.0005651539564133,0.03308145735412836,0.0,0.05079005464911461,0.2339105273038149,0.5850463744997978,0.0,5.050748062785715e-05,0.0001330318132750108,0.0002891939423352596,0.00039794678377802484,0.3447944433242083,0.43333392083644867,cola,44
A,glue_v1,bert.encoder.layer.1.attention.output.dense,1,O,baseline,7,9,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0,False,0.09993468131870031,0.1211241551488638,0.023542207740247248,6.324000506401062,0.9998561996221542,1.0001458737254143,0.016656157774850727,0.0,0.16032836511731147,0.45433670952916144,0.7619436857104301,0.0,0.00013934539223555475,0.00041241567392717114,0.0008960734787979163,0.001260571996535873,0.410276221036911,0.42416380509734153,cola,44
