step,module_name,layer_idx,sublayer,out_bound,out_res,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err
0,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,34.85960423982897,0.00032653519785134797,0.9998369812965393,0.0,0.003015854861587286,0.011198745109140873,0.007762014865875244,0.033955130726099014
1,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,35.65240858002953,0.00027200151593078514,0.9998652338981628,0.0,0.00331182056106627,0.010478883981704712,0.0076073408126831055,0.02959500625729561
2,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,35.72928170182418,0.00026719648450315177,0.9998635649681091,0.0,0.003126122523099184,0.010497378185391426,0.0076236724853515625,0.029861830174922943
3,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,36.59980801414629,0.00021872056763370785,0.9998889565467834,0.0,0.0035942925605922937,0.00952184945344925,0.007019057869911194,0.026060836389660835
4,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,35.1928780021491,0.0003024006070605054,0.9998511075973511,0.0,0.003390842117369175,0.010862397029995918,0.007660210132598877,0.031765975058078766
5,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,35.1764296922302,0.0003035679816638184,0.9998478889465332,0.0,0.003483072854578495,0.010943417437374592,0.00778806209564209,0.03207312524318695
6,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,36.85822228827015,0.00020609126328933466,0.9998951554298401,0.0,0.0034861010499298573,0.00938388705253601,0.007001906633377075,0.025435175746679306
7,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,35.66540850470866,0.0002711922140714617,0.9998635053634644,0.0,0.0031054688151925802,0.010464772582054138,0.007574915885925293,0.02983088046312332
8,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,36.85937220426089,0.0002060370295616577,0.9998962879180908,0.0,0.0035207648761570454,0.009325455874204636,0.006973341107368469,0.024997832253575325
9,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0002442598925256473,37.391661113059484,0.000182279590500202,0.9999078512191772,0.0,0.003421098692342639,0.009026164188981056,0.0069068074226379395,0.023808801546692848
