layer_idx,sublayer,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err,label
0,FFN1,4.667209417770606,0.11624863030099782,0.9336364579200744,0.00041705031093442813,0.12533865820616483,0.6599894097447395,0.4355075141787529,2.176029639840126,baseline_sst2_adc4
0,FFN2,7.257092888067572,0.18843457494898586,0.7918002212047577,0.0016844551448593848,0.7201485002040863,0.49818397507071494,0.3714310882985592,1.343715404868126,baseline_sst2_adc4
0,K,10.464693001763033,0.09073981515595446,0.9572097447514534,0.0,0.7082017016410828,0.20924282468855382,0.15319855876266955,0.5908604094386101,baseline_sst2_adc4
0,O,10.245251106269144,0.09469477157433367,0.9548435962200165,0.0,0.9882057285308838,0.06511377962306142,0.0536780546233058,0.1599226026237011,baseline_sst2_adc4
0,Q,10.041483154307379,0.10025313782815294,0.9492183575034141,0.0,0.7282108661532402,0.20673516429960728,0.15693883918225765,0.5639246872067452,baseline_sst2_adc4
0,V,9.50557394320291,0.11209066868555881,0.9349327224493027,0.0,0.9442248013615608,0.1133169537037611,0.09330338910222054,0.2855840339511633,baseline_sst2_adc4
1,FFN1,0.8586157629296435,0.3790096767823256,0.8103258946537971,0.00020891368556476663,0.18271165177226067,1.210173379778862,1.1475146567821504,2.5161101746559145,baseline_sst2_adc4
1,FFN2,7.689221057532517,0.17099391839986672,0.8557122844457626,0.0011871890217298642,0.8923791691660881,0.3244296169281006,0.2528307442367077,0.8357840955257416,baseline_sst2_adc4
1,K,8.132989542783626,0.15444836974209789,0.921887115240097,0.0,0.709109152853489,0.26707637034356596,0.21205312356352807,0.7082530754804611,baseline_sst2_adc4
1,O,8.242784621359084,0.1502449493928576,0.9328228032588959,0.0,0.9955093508958817,0.06262847084552049,0.05068260112777352,0.15852180987596512,baseline_sst2_adc4
1,Q,8.501247760930905,0.14175275012179805,0.925480263531208,0.0,0.6893148365616798,0.2667994201183319,0.21252215385437012,0.7117698594927788,baseline_sst2_adc4
1,V,8.019082602619232,0.15783384209772144,0.9065694007277488,0.0,0.9216736051440239,0.14961690276861192,0.12323983062058687,0.3775754536688328,baseline_sst2_adc4
2,FFN1,1.0107854420146725,0.5154661042459852,0.7166715085506439,4.936839502988733e-05,0.19869563095271586,1.355311669111252,1.3149870473146439,2.6925512945652006,baseline_sst2_adc4
2,FFN2,4.98599627175489,0.31866410997190064,0.8813451942801476,0.000621797731728293,0.8771344801783562,0.260018337816,0.20811449348926545,0.6560917833447456,baseline_sst2_adc4
2,K,4.691891372631596,0.3391756746590713,0.8144472941756249,0.0,0.6927416655421257,0.44158520713448524,0.36533655241131785,1.1172001963853837,baseline_sst2_adc4
2,O,7.1645334044794415,0.1930183837666999,0.915225909948349,0.0,0.9979827922582626,0.07221865642815828,0.059689723141491416,0.18092485666275024,baseline_sst2_adc4
2,Q,4.906949878374525,0.32338964635203943,0.79387312322855,6.144089866211288e-08,0.7029939785599708,0.4404880081117153,0.3661117972433567,1.100897946357727,baseline_sst2_adc4
2,V,5.028399139731477,0.3146893553978662,0.8204192420840264,0.0,0.9083950904011726,0.2321179512143135,0.19970556415617466,0.5529621064662933,baseline_sst2_adc4
3,FFN1,0.5069964310925166,0.5625058489830268,0.6867949891090394,0.000791332442604471,0.21910087153315544,1.3781069594621658,1.263466260433197,2.866731672286987,baseline_sst2_adc4
3,FFN2,6.126130038561057,0.2451870930692046,0.8808757075667382,0.0002563321386332973,0.8542049017548561,0.24123899109661578,0.1958814637362957,0.6062820914387703,baseline_sst2_adc4
3,K,4.256060306114803,0.3755443721480398,0.802510244846344,0.0,0.6943591913580894,0.4431078267097473,0.376195617467165,1.0718573695421219,baseline_sst2_adc4
3,O,7.945141266212923,0.16114038990361135,0.9274263525009155,0.0,0.9968261700868607,0.07220409996807575,0.059721308425068856,0.1805466575175524,baseline_sst2_adc4
3,Q,4.550086667553301,0.3514250284566954,0.792902653515339,0.0,0.70238894790411,0.42267519012093546,0.3582712087035179,1.0289475101232528,baseline_sst2_adc4
3,V,4.612812605006145,0.34610242679252307,0.7946766304969788,0.0,0.8713183397054672,0.27334956333041194,0.2301482620090246,0.6713304823637009,baseline_sst2_adc4
4,FFN1,0.27905907120913254,0.506314105636926,0.7531720006465912,0.0006155374931404367,0.14519320979714392,1.5060913878679276,1.4132925790548325,2.9956412935256957,baseline_sst2_adc4
4,FFN2,4.853025543771723,0.32745307807695617,0.8496017837524414,3.7487737017727343e-07,0.939482820034027,0.20077137924730779,0.16335944846272468,0.509754668623209,baseline_sst2_adc4
4,K,3.488073981302096,0.44838285875554384,0.7466746240854263,0.0,0.7060803228616714,0.4569902275502682,0.38327271848917005,1.111463058590889,baseline_sst2_adc4
4,O,8.038030367171954,0.15792366263985735,0.9320441836118698,0.0,0.9989734596014023,0.05283242916688323,0.040665731243789194,0.14336330872029066,baseline_sst2_adc4
4,Q,4.348404655029655,0.36787244216035037,0.7989953157305717,0.0,0.6641400769352913,0.47680421963334085,0.3979030819237232,1.1667513716220856,baseline_sst2_adc4
4,V,4.416312415168261,0.3619928561695386,0.7923593571782113,0.0,0.7989796695113182,0.32841589421033857,0.27492755964398385,0.8179406443238258,baseline_sst2_adc4
5,FFN1,0.7658915087829559,0.4744784272327366,0.7557635921239853,0.00032525435410207137,0.20748499177396298,1.1935636126995086,1.1214959883689881,2.443117859363556,baseline_sst2_adc4
5,FFN2,4.947198044153641,0.3206926167843785,0.8448409831523895,1.1333512088640419e-06,0.9184037500619888,0.22106314681470393,0.18254527546465396,0.5536145964264869,baseline_sst2_adc4
5,K,3.2935416323840894,0.46886550333009813,0.7314172786474228,0.0,0.671203556060791,0.49797972112894057,0.4165102459490299,1.2196850699186326,baseline_sst2_adc4
5,O,10.232363638700171,0.09519169170641735,0.956704321205616,0.0,0.9994116386771202,0.04639603711664677,0.038557261656969787,0.1159094587340951,baseline_sst2_adc4
5,Q,4.189387317186218,0.38020744195147466,0.788939890563488,0.0,0.6439267018437386,0.5105343766510486,0.4113320417702198,1.2957769906520844,baseline_sst2_adc4
5,V,3.7315992158393554,0.4236556322635081,0.7579355058073998,0.0,0.8268694636225701,0.3286047253012657,0.2725128658115864,0.8241500043869019,baseline_sst2_adc4
6,FFN1,0.1836551521016484,0.405309323994644,0.7815180292725563,0.00011341898520186078,0.18874849155545234,1.1845764112472534,1.1431560659408568,2.3019373297691343,baseline_sst2_adc4
6,FFN2,4.379143824893278,0.36523105621344654,0.8328518342971801,0.0,0.943181358575821,0.21074295923113823,0.17440682835876942,0.5277709901332855,baseline_sst2_adc4
