step,module_name,layer_idx,sublayer,out_bound,out_res,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err
0,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.066178333047098,0.007821439061304216,0.9961515069007874,0.0,0.21848192811012268,0.05503655970096588,0.0387115478515625,0.16829288005828857
1,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.92587052420145,0.0064152904783706605,0.9968605637550354,0.0,0.21720023453235626,0.05088172107934952,0.037137240171432495,0.1463295817375183
2,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.917292107520147,0.006427320849375104,0.9967489838600159,0.0,0.21381667256355286,0.05147586017847061,0.03772860765457153,0.14828386902809143
3,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,22.872475384698202,0.0051596532213520445,0.9973987936973572,0.0,0.2213270366191864,0.046324871480464935,0.034271955490112305,0.13048188388347626
4,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.408762604041986,0.00722772389148842,0.9964836835861206,0.0,0.21802662312984467,0.05329392850399017,0.03833198547363281,0.1586623340845108
5,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.41486746802488,0.0072177601128132,0.9964311718940735,0.0,0.21982422471046448,0.05343567579984665,0.038289874792099,0.16002494096755981
6,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,23.07061570830799,0.004929699081445221,0.9975040555000305,0.0,0.22206956148147583,0.045977674424648285,0.03456312417984009,0.12617771327495575
7,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.93136650027428,0.0064076136138054825,0.9968128800392151,0.0,0.21709635853767395,0.05094671994447708,0.03709006309509277,0.1470746546983719
8,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,23.120045414877048,0.0048738928735160714,0.9975631237030029,0.0,0.22195810079574585,0.04525395855307579,0.03388500213623047,0.12368783354759216
9,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,23.650538385067787,0.004313649322629259,0.9978328347206116,0.0,0.22704452276229858,0.043910425156354904,0.0338306725025177,0.11504578590393066
10,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.105117041545093,0.007751707144748416,0.9961758852005005,0.0,0.21648038923740387,0.055163875222206116,0.03915137052536011,0.16707396507263184
11,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.803264267141248,0.006599352893541014,0.9967345595359802,0.0,0.2143271565437317,0.05179128050804138,0.03785890340805054,0.14937390387058258
12,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.016129032258064516,21.317674656067773,0.007381219178277289,0.9963974356651306,0.0,0.2182345986366272,0.05391387268900871,0.03850364685058594,0.16054026782512665
