step,module_name,layer_idx,sublayer,out_bound,out_res,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err
0,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,30.994093985616775,0.0007951988283745774,0.9996016025543213,0.0,0.05393114313483238,0.017206687480211258,0.011837244033813477,0.05245086923241615
1,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.842149547857346,0.000654012690007202,0.999674916267395,0.0,0.05419921875,0.01597563549876213,0.011459767818450928,0.045925140380859375
2,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.882218150512244,0.0006479437177742215,0.9996678829193115,0.0,0.05273998901247978,0.016111979261040688,0.011606216430664062,0.04638209193944931
3,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,32.81340156852659,0.0005230294990570225,0.9997329711914062,0.0,0.055266205221414566,0.0145388999953866,0.010658502578735352,0.040343888103961945
4,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.36015530383411,0.0007309000530161664,0.9996382594108582,0.0,0.05440719053149223,0.016608787700533867,0.011707574129104614,0.04934130981564522
5,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.373178841469844,0.0007287346932834979,0.9996334314346313,0.0,0.05599772185087204,0.016659807413816452,0.011718034744262695,0.04988690838217735
6,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,33.028611357768526,0.0004977668669535793,0.9997448325157166,0.0,0.056106921285390854,0.014434823766350746,0.010763168334960938,0.03918345272541046
7,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.858616687571214,0.000651562749128359,0.9996703863143921,0.0,0.05407552048563957,0.015985902398824692,0.011468112468719482,0.0460551418364048
8,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,33.08291330833526,0.0004915736156524569,0.9997513294219971,0.0,0.05539850518107414,0.014223565347492695,0.01056140661239624,0.03824597969651222
9,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,33.60445117204045,0.0004359675656801476,0.9997784495353699,0.0,0.05700996518135071,0.013813815079629421,0.010529771447181702,0.03633502125740051
10,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.004645455432417,0.0007932144760614681,0.9996016025543213,0.0,0.05408167093992233,0.01731288805603981,0.012012407183647156,0.053015999495983124
11,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.72421306101794,0.0006720491003085371,0.9996621608734131,0.0,0.05384539067745209,0.01622687093913555,0.011603593826293945,0.046871211379766464
12,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,31.258303933895416,0.0007482309871882539,0.9996278285980225,0.0,0.054732710123062134,0.016883011907339096,0.011912286281585693,0.050386667251586914
13,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,32.15083198608278,0.0006091352662240538,0.999690592288971,0.0,0.05407986044883728,0.015570706687867641,0.011208415031433105,0.04451138526201248
14,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.003937007874015748,32.28081034663363,0.0005911372055610964,0.9996994137763977,0.0,0.05406796187162399,0.015378782525658607,0.011182069778442383,0.04332156479358673
