run_id,trial,learning_rate,transfer_lr,transfer_every,fast_lr,auto_granularity,in_chop_prob,f1,em,train_loss,runtime,epoch,improvement
run-20260206_023604-jzbqbcrw,42,0.00036206364180582277,0.7834413109516445,123,0.17387836516374036,516.6976964566325,0.04734457410734495,61.933452821159676,50.9,2.4672549692586587,625,3,56.616575987486854
run-20260206_022045-vx7nf0bm,41,0.00029265568361034857,0.9105603289024689,119,0.16020993951393453,530.2582575364219,0.04922872700635736,61.88721562429422,51.5,2.263494301908694,916,3,56.567512371366306
run-20260205_223636-2aj8rs44,24,0.00019309457791207612,1.8315021138603822,63,0.2628870678631465,483.07396584625275,0.045133733242535556,60.95174705976753,50.2,2.942598527993638,780,3,55.703904011596606
run-20260206_024631-oil512w6,43,0.00038359903508063174,0.7592934749567744,125,0.1702211467672916,514.3008057093741,0.0474371743197017,60.75393106440968,48.15,3.929153670137302,578,3,55.25898032951269
run-20260206_001128-f0a4w66c,31,0.0001830200301047651,0.9181467331139261,86,0.27945364578138765,489.0651994049641,0.04406855338492845,60.437261650902556,49.45,3.1083582959616907,578,3,54.798710406895225
run-20260205_224939-r1t24oix,25,0.00018121455879623914,1.9213909199556944,70,0.24070810965488937,504.11923917775357,0.045657900585086425,60.37256469001556,48.35,3.247261311299504,837,3,54.933072807023905
run-20260205_182530-3xmgr7vv,6,0.0002025418890664836,1.7881888245041864,12,1.4284397521546666,564.1671230331441,0.04137788066524075,59.6880510754777,48.5,2.3633190991398627,862,3,54.04636786898854
run-20260206_004342-y4ydp25i,34,0.00028655281672487624,0.8758671620490338,115,0.10464514930244945,370.53433064215096,0.04959399487040693,59.17430698647283,48.3,2.7191260485603403,524,3,53.22240796076735
run-20260205_222337-y4ecgd4y,23,0.00017815893228383464,0.646609504785046,38,0.27603766607094965,500.0482589937023,0.04457753581496317,58.62621064732065,47.6,2.6768662053556107,776,3,53.3853141967804
run-20260206_002110-0hwfm02k,32,0.00019516298444244642,2.584251185216754,90,0.4537709744087176,469.1070618396756,0.04205326353128265,58.392771439828294,46.6,4.1025541407612565,684,3,53.07237352980118
run-20260205_193801-nqx91fnx,11,0.00025591309374602426,0.21676039626176058,38,0.5427531601284425,403.96359333233505,0.03637201542530426,58.121214942258234,46.5,2.410559803152237,785,3,52.878267860575434
run-20260205_195108-nyhkh19n,12,0.0002356326952576048,0.37990823460388007,31,0.5456007501747313,417.11348635310725,0.037576671580282786,58.112218368848346,47.1,2.975995677347762,926,3,52.59254658518665
run-20260206_030724-x0l9ziwp,45,0.0004019008470640469,1.0797101983223334,204,0.3444824387929535,599.3828647020559,0.0473481767168478,57.813642333160466,47,2.7191334989505074,696,3,52.062135007624974
run-20260205_203532-vua8ypay,15,0.00032944934009834743,0.12436242077151363,44,0.5944317402614967,343.199506963784,0.034010315837063855,57.53367482228987,46.8,2.7886258992143333,765,3,51.91831073427232
run-20260206_010259-i1hhfkle,36,0.00020396742649399495,2.2905761347101024,131,0.33493694461254947,459.53848083652935,0.045972938105528854,56.27268872265484,45.3,3.3973372321540176,626,3,50.91330603582208
run-20260206_055608-2q5fkl40,-1,0.00036206364180582277,0.7834413109516445,123,0.17387836516374036,516.6976964566325,0.04734457410734495,56.03411304718451,45.1,4.9686854639754126,7228,15,
run-20260205_210302-kcw6qvfs,17,8.499795320562405e-05,1.3232706534964285,30,0.6389287425682361,486.9339738636086,0.048617143342192325,54.53459023992517,43.25,2.8248638904894503,704,3,49.08308162110228
run-20260206_064700-uxhqrgjl,-1,0.00036206364180582277,0.7834413109516445,123,0.17387836516374036,516.6976964566325,0.04734457410734495,53.89454944795501,43,4.122415230297052,7457,15,
run-20260205_183955-q3qa0997,7,0.00010082860845904296,1.0669539286632004,101,0.7162134912354418,124.4412041929987,0.027282960955007162,53.773377786030224,42.3,2.7791362707607283,873,3,48.31224472987712
run-20260206_005229-72dv09wp,35,0.00012627242586499607,3.1845572872567756,60,0.229757240615321,563.6531916442988,0.03085401028751633,51.026784484954966,37.95,6.34296681477239,627,3,45.729944164982136
run-20260205_232926-jj2ziop8,28,7.214630936589682e-05,4.759246131940519,63,1.3216468240319625,356.85421702670493,0.0404588344940735,50.588453862564954,37.95,3.2982315316367834,1071,3,45.044861506950326
run-20260205_231643-b9nwynwx,27,9.475034006634317e-05,3.6465436602621746,166,0.3840484013150435,546.0301140771805,0.04953320373077623,50.08447841970448,39.8,2.7264077134025744,760,3,45.04646794877827
run-20260205_230338-cg7q0p1h,26,0.00015639313486193946,1.870021391644317,68,0.202697161576376,499.3929413145656,0.045058981711339305,48.186085521208824,34.55,5.935530836970662,782,3,42.699720143492264
run-20260205_215307-ayq60q10,21,0.00024260055512166678,0.15044905391309474,31,0.5477755909203114,451.69842994703635,0.038332702167300926,48.10138102937283,36.15,2.8467725484896773,876,3,42.68203207917073
run-20260205_190838-4134brz0,9,0.00017606794027339345,1.9300591097027178,271,1.1851859527055604,538.3593698499604,0.0452672307692442,45.71733430617271,34.5,2.8223840276273293,926,3,39.7242251986722
run-20260206_000129-ah56c6kj,30,0.0001564282014388998,2.334888995097595,102,0.22182616939067007,320.36135142283496,0.040755565910878505,45.350193947259854,34.4,3.054883580619154,596,3,40.187083554330606
run-20260206_025612-inkobl8l,44,0.0003907058248115394,0.6828826581727752,134,0.16091231014597196,105.67120487926697,0.04825248780028233,45.16137645495407,33.95,2.935395167277644,669,3,40.02586224867343
run-20260205_234720-kkyfwrow,29,0.00012083214560601238,1.642856299803545,155,0.9086280531541733,273.1054851075611,0.04685209395964803,44.016519155009114,32.5,3.3929394114131743,846,3,38.32208956963689
run-20260205_220747-7jaoqedq,22,0.00022190623853166858,0.9956243760892362,51,0.7111592035826081,408.9516725772697,0.03728590603712556,42.8202551767595,31,23.149722597469538,948,3,37.191702324134425
run-20260206_015657-ph7jyyhq,40,0.00016795870387738507,1.8477254945496409,204,0.8381005521477138,305.20858436655817,0.03972197793778251,42.614267329788696,31.65,3.0689695810738464,1425,3,37.05535243722392
run-20260206_011327-of3g2pph,37,0.00014390487692260447,1.3854671705033859,250,1.1816589190265563,378.56493158355164,0.016912273991210567,35.54479990686878,25.25,3.2120766860608474,734,3,29.66646349004525
run-20260206_034008-49bwtss6,48,0.0003023257021415318,1.1286058236815237,141,0.42114967362079225,428.9131796909283,0.04452162995335161,33.93216510720586,22,7.776839279899963,689,3,28.53513765662968
run-20260206_031902-9f8617dn,46,0.0004883061665591306,9.9330629952264,112,0.19295113277726594,455.62709635610867,0.04963804094134619,27.69347946136403,17.35,3.4099628018875854,618,3,22.6820609266956
run-20260205_163024-9lzl5vps,2,5.715491938156613e-05,8.675143843171858,76,1.0913016089144636,103.75710602388845,0.04864594334728975,21.4039938853606,10.95,4.526075001341847,616,3,15.724425837025795
run-20260206_035140-5cmrbwc5,49,0.00027632439497943305,0.6892111864822811,100,0.1594315859016781,557.2520231219492,0.04394947084136759,16.90580634188316,9.9,4.210009182603976,535,3,11.320780356190655
run-20260205_153018-b9x36ni4,6,0.0002025418890664836,1.7881888245041864,12,1.4284397521546666,564.1671230331441,0.04137788066524075,13.719367600659234,5.65,15459.472653524563,103,1,8.240998581684718
run-20260206_003236-og5pfscj,33,0.00017105860905336438,1.4523914514686762,167,0.30447017530769827,528.4009943218871,0.046996524284165904,12.015652413191845,4.35,12.145078663627942,663,3,6.690108771172358
run-20260205_152302-g9ffikep,2,5.715491938156613e-05,8.675143843171858,76,1.0913016089144636,103.75710602388845,0.04864594334728975,11.529605745966125,4.7,9115.405468060948,95,1,6.475185017946511
